domain	utterance	intents
music	Can I listen to Titanium on Spotify?	[IN:PLAY_MUSIC]
music	Play David Gray radio	[IN:PLAY_MUSIC]
music	Play another song by the same artist	[IN:PLAY_MUSIC]
music	skip this song	[IN:SKIP_TRACK_MUSIC]
music	Switch stations.	[IN:PLAY_MUSIC]
music	Play Jason Aldean's newest album	[IN:PLAY_MUSIC]
music	Please find some R&B music	[IN:PLAY_MUSIC]
music	please play the latest justin bieber song	[IN:PLAY_MUSIC]
music	Open Spotify and play John Mayer	[IN:PLAY_MUSIC]
music	Find a station for calming music	[IN:PLAY_MUSIC]
music	I'd like to hear some rap music.	[IN:PLAY_MUSIC]
music	pause current song	[IN:PAUSE_MUSIC]
music	start this song from the beginning	[IN:REPLAY_MUSIC]
music	I want to listen to the latest by Katy Perry	[IN:PLAY_MUSIC]
music	skip this song	[IN:SKIP_TRACK_MUSIC]
music	Shuffle slipknot	[IN:START_SHUFFLE_MUSIC]
music	Repeat this song	[IN:REPLAY_MUSIC]
music	Play songs from the 70's	[IN:PLAY_MUSIC]
music	Play my car playlist	[IN:PLAY_MUSIC]
music	I want to hear 90's country music.	[IN:PLAY_MUSIC]
music	play christian music	[IN:PLAY_MUSIC]
music	skip to the next song	[IN:SKIP_TRACK_MUSIC]
music	play some rock music	[IN:PLAY_MUSIC]
music	I want to hear some classical please	[IN:PLAY_MUSIC]
music	I would like to hear country music	[IN:PLAY_MUSIC]
music	I want to hear the last song on the current sound track.	[IN:PLAY_MUSIC]
music	I want to hear Allman Brothers Band.	[IN:PLAY_MUSIC]
music	Stop playing this song	[IN:STOP_MUSIC]
music	Play lullabies on Pandora	[IN:PLAY_MUSIC]
music	Skip the next 2 tracks	[IN:SKIP_TRACK_MUSIC]
music	Please play me some r and b music	[IN:PLAY_MUSIC]
music	Repeat last song	[IN:PREVIOUS_TRACK_MUSIC]
music	Please play the entire Al Green collection	[IN:PLAY_MUSIC]
music	Play some R&B.	[IN:PLAY_MUSIC]
music	Please play some Bach.	[IN:PLAY_MUSIC]
music	play some classical music	[IN:PLAY_MUSIC]
music	play some pop music	[IN:PLAY_MUSIC]
music	Play some music for me	[IN:PLAY_MUSIC]
music	I WOULD LIKE TO HEAR NINE INCH NAILS NEW ALBUM.	[IN:PLAY_MUSIC]
music	Switch to CD 7	[IN:UNSUPPORTED_MUSIC]
music	Fast Forward to track 8	[IN:SKIP_TRACK_MUSIC]
music	Skip current track	[IN:SKIP_TRACK_MUSIC]
music	Stop the music.	[IN:STOP_MUSIC]
music	skip this song	[IN:SKIP_TRACK_MUSIC]
music	Like this song	[IN:LIKE_MUSIC]
music	I want to hear some Sade	[IN:PLAY_MUSIC]
music	Play the last song again please.	[IN:PREVIOUS_TRACK_MUSIC]
music	Play reggae music only	[IN:PLAY_MUSIC]
music	add current song to playlist	[IN:ADD_TO_PLAYLIST_MUSIC]
music	Play some jazz music	[IN:PLAY_MUSIC]
music	Skip any classical music	[IN:SKIP_TRACK_MUSIC]
music	Create a new station from this song	[IN:CREATE_PLAYLIST_MUSIC]
music	play some pop music	[IN:PLAY_MUSIC]
music	don't play this song again	[IN:REMOVE_FROM_PLAYLIST_MUSIC]
music	Repeat song	[IN:REPLAY_MUSIC]
music	Skip to next track	[IN:SKIP_TRACK_MUSIC]
music	skip this track please	[IN:SKIP_TRACK_MUSIC]
music	play Kata by NV	[IN:PLAY_MUSIC]
music	play stevie nicks gypsy	[IN:PLAY_MUSIC]
music	Can you replay the last song one more time?	[IN:PREVIOUS_TRACK_MUSIC]
music	skip this song	[IN:SKIP_TRACK_MUSIC]
music	I want to listen to 80's music.	[IN:PLAY_MUSIC]
music	Please play some gospel music.	[IN:PLAY_MUSIC]
music	Play screamo music	[IN:PLAY_MUSIC]
music	skip the next track	[IN:SKIP_TRACK_MUSIC]
music	Please play some pop music	[IN:PLAY_MUSIC]
music	play lady gaga on spotify	[IN:PLAY_MUSIC]
music	Can I listen to Chris Brown's new song?	[IN:PLAY_MUSIC]
music	Play some trap music	[IN:PLAY_MUSIC]
music	Favorite this	[IN:LIKE_MUSIC]
music	Skip this track	[IN:SKIP_TRACK_MUSIC]
music	I wanna listen to Yellowcard	[IN:PLAY_MUSIC]
music	Play My Christmas station on Pandora	[IN:PLAY_MUSIC]
music	i want to hear celtic music	[IN:PLAY_MUSIC]
music	skip rap music	[IN:SKIP_TRACK_MUSIC]
music	Skip this song	[IN:SKIP_TRACK_MUSIC]
music	Create a station with this song.	[IN:CREATE_PLAYLIST_MUSIC]
music	Thumb down this track.	[IN:DISLIKE_MUSIC]
music	Play 2ne1 music.	[IN:PLAY_MUSIC]
music	Replay this track	[IN:REPLAY_MUSIC]
music	Can you recommend me music?	[IN:UNSUPPORTED_MUSIC]
music	play some rock n roll	[IN:PLAY_MUSIC]
music	play R&B music	[IN:PLAY_MUSIC]
music	Repeat last 2 tracks.	[IN:PREVIOUS_TRACK_MUSIC]
music	Can you repeat that song?	[IN:REPLAY_MUSIC]
music	John Mayer songs	[IN:PLAY_MUSIC]
music	turn on alternative rock	[IN:PLAY_MUSIC]
music	Play the next song	[IN:SKIP_TRACK_MUSIC]
music	Can you repeat song	[IN:REPLAY_MUSIC]
music	Repeat the last song that was played.	[IN:PREVIOUS_TRACK_MUSIC]
music	I want to listen to some michael jackson	[IN:PLAY_MUSIC]
music	Can we listen to the last song again?	[IN:PREVIOUS_TRACK_MUSIC]
music	repeat track	[IN:REPLAY_MUSIC]
music	Play that song again	[IN:REPLAY_MUSIC]
music	Skip this song	[IN:SKIP_TRACK_MUSIC]
music	Play me some classical music by Mozart.	[IN:PLAY_MUSIC]
music	Skip to the next song.	[IN:SKIP_TRACK_MUSIC]
music	Can you put that song on repeat, it's my favorite.	[IN:LOOP_MUSIC]
music	replay last song	[IN:PREVIOUS_TRACK_MUSIC]
music	Play Shawn Mendes' new track please.	[IN:PLAY_MUSIC]
music	Repeat previous song	[IN:PREVIOUS_TRACK_MUSIC]
music	Open Spotify to the last played song	[IN:PLAY_MUSIC]
music	play taylor swift's first album	[IN:PLAY_MUSIC]
music	play my workout playlist	[IN:PLAY_MUSIC]
music	Pause this music	[IN:PAUSE_MUSIC]
music	Play despacito by Justin Bieber	[IN:PLAY_MUSIC]
music	Skip the current song	[IN:SKIP_TRACK_MUSIC]
music	Play more rock music.	[IN:PLAY_MUSIC]
music	repeat the last song again	[IN:PREVIOUS_TRACK_MUSIC]
music	Repeat this song.	[IN:REPLAY_MUSIC]
music	Play exercise playlist in Spotify.	[IN:PLAY_MUSIC]
music	Create a Chicago playlist on Pandora	[IN:CREATE_PLAYLIST_MUSIC]
music	play sixties music	[IN:PLAY_MUSIC]
music	Play pop music	[IN:PLAY_MUSIC]
music	make a favorites list from todays played music	[IN:CREATE_PLAYLIST_MUSIC]
music	play disney songs	[IN:PLAY_MUSIC]
music	search bryan adams	[IN:PLAY_MUSIC]
music	skip the next track	[IN:SKIP_TRACK_MUSIC]
music	play this song again	[IN:REPLAY_MUSIC]
music	I would like to listen to the song track sung by Priyanka Chopra.	[IN:PLAY_MUSIC]
music	I don't like this song, skip it.	[IN:SKIP_TRACK_MUSIC]
music	Please play my favorite playlist on Amazon Music	[IN:PLAY_MUSIC]
music	Play whole album on repeat	[IN:LOOP_MUSIC]
music	skip to next song	[IN:SKIP_TRACK_MUSIC]
music	add this song to my favorites	[IN:ADD_TO_PLAYLIST_MUSIC]
music	Can you pause this track for me?	[IN:PAUSE_MUSIC]
music	Give this song a thumbs up	[IN:LIKE_MUSIC]
music	party music	[IN:PLAY_MUSIC]
music	repeat this song	[IN:REPLAY_MUSIC]
music	play the Black Album on repeat	[IN:REPLAY_MUSIC]
music	Please play only top 40 music from the 90s.	[IN:PLAY_MUSIC]
music	play the soundtracks of recent animated movies	[IN:PLAY_MUSIC]
music	repeat the last song please	[IN:PREVIOUS_TRACK_MUSIC]
music	Go back to last song.	[IN:PREVIOUS_TRACK_MUSIC]
music	don't play this song again	[IN:REMOVE_FROM_PLAYLIST_MUSIC]
music	play the song that faith evans and puffy did together	[IN:PLAY_MUSIC]
music	I want to listen to Julia Michael's new album	[IN:PLAY_MUSIC]
music	Make me a new station	[IN:CREATE_PLAYLIST_MUSIC]
music	pause Justin Bieber	[IN:PAUSE_MUSIC]
music	Can i listen to Lady Gaga's new album?	[IN:PLAY_MUSIC]
music	Play my daily mix on Spotify	[IN:PLAY_MUSIC]
music	Pause music for 1 minute please	[IN:PAUSE_MUSIC]
music	Play Bon Jovi's first album.	[IN:PLAY_MUSIC]
music	Go back to the beginning of the song	[IN:REPLAY_MUSIC]
music	Play rock music	[IN:PLAY_MUSIC]
music	Play that song again	[IN:REPLAY_MUSIC]
music	Skip all Britney Spears songs on my playlist	[IN:REMOVE_FROM_PLAYLIST_MUSIC]
music	Will you repeat the last three songs	[IN:PREVIOUS_TRACK_MUSIC]
music	Please play me some r&b music	[IN:PLAY_MUSIC]
music	Please skip this song	[IN:SKIP_TRACK_MUSIC]
music	Play me country music	[IN:PLAY_MUSIC]
music	Play some children's songs	[IN:PLAY_MUSIC]
music	pause the song please	[IN:PAUSE_MUSIC]
music	Play this entire album.	[IN:PLAY_MUSIC]
music	play that song again and who is that?	[IN:REPLAY_MUSIC]
music	Can you jump to the third track?	[IN:SKIP_TRACK_MUSIC]
music	shuffle my favorites list	[IN:START_SHUFFLE_MUSIC]
music	Please pause the current track	[IN:PAUSE_MUSIC]
music	Play pop music	[IN:PLAY_MUSIC]
music	let's go Country!	[IN:PLAY_MUSIC]
music	Play music by my favorite bands.	[IN:PLAY_MUSIC]
music	Skip this song, please.	[IN:SKIP_TRACK_MUSIC]
music	Please play the second track on an infinite loop.	[IN:LOOP_MUSIC]
music	stop the music	[IN:STOP_MUSIC]
music	PLAY DUBSTEP MUSIC.	[IN:PLAY_MUSIC]
music	pause this song	[IN:PAUSE_MUSIC]
music	i want to listen to the latest Mary J. Blige album.	[IN:PLAY_MUSIC]
music	play me some billy joel music	[IN:PLAY_MUSIC]
music	play last song one more time	[IN:PREVIOUS_TRACK_MUSIC]
music	PLAY FLAWLESS BY MERCY ME	[IN:PLAY_MUSIC]
music	Can you play some ed sheeran?	[IN:PLAY_MUSIC]
music	Replay that song please	[IN:REPLAY_MUSIC]
music	I want to listen to queens of the stone age	[IN:PLAY_MUSIC]
music	dont play this song	[IN:REMOVE_FROM_PLAYLIST_MUSIC]
music	Keep playing that last song	[IN:LOOP_MUSIC]
music	Folk music shuffle	[IN:START_SHUFFLE_MUSIC]
music	I would like to listen to some country.	[IN:PLAY_MUSIC]
music	Play something more relaxing.	[IN:PLAY_MUSIC]
music	Pause the current track, please.	[IN:PAUSE_MUSIC]
music	Play a mix of pop songs.	[IN:PLAY_MUSIC]
music	play latest album of Jennifer lopez	[IN:PLAY_MUSIC]
music	Play no shoes radio	[IN:PLAY_MUSIC]
music	Play this song again	[IN:REPLAY_MUSIC]
music	play Frank Sinatra on Spotify	[IN:PLAY_MUSIC]
music	i want to hear music like elton john	[IN:PLAY_MUSIC]
music	Play me a pop song	[IN:PLAY_MUSIC]
music	Skip this album	[IN:SKIP_TRACK_MUSIC]
music	I don't like this song at all.	[IN:DISLIKE_MUSIC]
music	Play me the most popular requested song today.	[IN:PLAY_MUSIC]
music	play rap	[IN:PLAY_MUSIC]
music	repeat this song	[IN:REPLAY_MUSIC]
music	Play music like Beyonce	[IN:PLAY_MUSIC]
music	I love this song	[IN:LIKE_MUSIC]
music	Play my favorite station on Pandora.	[IN:PLAY_MUSIC]
music	I want to hear that song again	[IN:REPLAY_MUSIC]
music	Create new Pandora category	[IN:CREATE_PLAYLIST_MUSIC]
music	Play some popular music from the 90's	[IN:PLAY_MUSIC]
music	Add this song to my favorites playlist.	[IN:ADD_TO_PLAYLIST_MUSIC]
music	I want to listen to some country music.	[IN:PLAY_MUSIC]
music	please play ed sheeran songs	[IN:PLAY_MUSIC]
music	Electronic music that ZacK programmed	[IN:PLAY_MUSIC]
music	Please play country	[IN:PLAY_MUSIC]
music	Play Earth Wind and Fire songs.	[IN:PLAY_MUSIC]
music	I want to hear Jonas blue's song	[IN:PLAY_MUSIC]
music	Make me a playlist with music similar to Thundercat.	[IN:CREATE_PLAYLIST_MUSIC]
music	Please play me R&B music	[IN:PLAY_MUSIC]
music	Play me a soundtrack for motivation.	[IN:PLAY_MUSIC]
music	I want to hear some Abba.	[IN:PLAY_MUSIC]
music	Repeat song.	[IN:REPLAY_MUSIC]
music	find Beach Boys music	[IN:PLAY_MUSIC]
music	Do a mix of my top three used playlists.	[IN:UNSUPPORTED_MUSIC]
music	pause radio	[IN:PAUSE_MUSIC]
music	Play my most played tracks.	[IN:PLAY_MUSIC]
music	put this song on loop	[IN:LOOP_MUSIC]
music	skip to next song	[IN:SKIP_TRACK_MUSIC]
music	Play the Trolls soundtrack	[IN:PLAY_MUSIC]
music	turn on the music	[IN:PLAY_MUSIC]
music	play queen's latest album	[IN:PLAY_MUSIC]
music	I want to hear that song again.	[IN:REPLAY_MUSIC]
music	Play me some 80's music, please	[IN:PLAY_MUSIC]
music	Play traditional Polish folk music.	[IN:PLAY_MUSIC]
music	Pause this song.	[IN:PAUSE_MUSIC]
music	I want to listen to Beyonce's latest album	[IN:PLAY_MUSIC]
music	play my new running playlist on spotify	[IN:PLAY_MUSIC]
music	play music	[IN:PLAY_MUSIC]
music	play the billboards top 10 hits	[IN:PLAY_MUSIC]
music	Find and play 80's hip hop	[IN:PLAY_MUSIC]
music	Play me some jazz music	[IN:PLAY_MUSIC]
music	Can you play Johnny Cash?	[IN:PLAY_MUSIC]
music	Can you play Justin Bieber on Spotify	[IN:PLAY_MUSIC]
music	Find The Police.	[IN:PLAY_MUSIC]
music	Top rap music.	[IN:PLAY_MUSIC]
music	I want to listen to Christmas music.	[IN:PLAY_MUSIC]
music	Play slow music	[IN:PLAY_MUSIC]
music	Please play this song on repeat.	[IN:REPLAY_MUSIC]
music	play all the songs by michael jackson	[IN:PLAY_MUSIC]
music	Go back to the last song	[IN:PREVIOUS_TRACK_MUSIC]
music	can i listen to aretha franklin	[IN:PLAY_MUSIC]
music	Play some Christmas music.	[IN:PLAY_MUSIC]
music	Play Maroon 5's first album	[IN:PLAY_MUSIC]
music	Play my playlist called "First Playlist."	[IN:PLAY_MUSIC]
music	Skip this track	[IN:SKIP_TRACK_MUSIC]
music	play some heavy metal	[IN:PLAY_MUSIC]
music	Skip through this song	[IN:SKIP_TRACK_MUSIC]
music	replay the last 2 songs	[IN:PREVIOUS_TRACK_MUSIC]
music	Make a pandora station for Bon Iver	[IN:CREATE_PLAYLIST_MUSIC]
music	Skip the last song on this album	[IN:SKIP_TRACK_MUSIC]
music	Play 80s pop music	[IN:PLAY_MUSIC]
music	I want to hear Taylor Swift	[IN:PLAY_MUSIC]
music	Play my favorites	[IN:PLAY_MUSIC]
music	Play music like Daft Punk	[IN:PLAY_MUSIC]
music	Will you please play country music on Pandora?	[IN:PLAY_MUSIC]
music	don't play this song again	[IN:REMOVE_FROM_PLAYLIST_MUSIC]
music	play my NF station	[IN:PLAY_MUSIC]
music	Please play some oldies	[IN:PLAY_MUSIC]
music	play from the beginning of this song	[IN:REPLAY_MUSIC]
music	Find and play This Masquerade by George Benson	[IN:PLAY_MUSIC]
music	play biggie on pandora	[IN:PLAY_MUSIC]
music	Can I hear Sugar by Maroon 5?	[IN:PLAY_MUSIC]
music	Give me some sweet Dragonforce.	[IN:PLAY_MUSIC]
music	Remember this song as one of my favorites.	[IN:LIKE_MUSIC]
music	Stop music	[IN:STOP_MUSIC]
music	stop the music	[IN:STOP_MUSIC]
music	play country music	[IN:PLAY_MUSIC]
music	Take this song off my current playlist.	[IN:REMOVE_FROM_PLAYLIST_MUSIC]
music	restart this track	[IN:REPLAY_MUSIC]
music	Can you please change the radio station?	[IN:PLAY_MUSIC]
music	play some country on pandora	[IN:PLAY_MUSIC]
music	Play coffee house tunes	[IN:PLAY_MUSIC]
music	Play spotify playlist	[IN:PLAY_MUSIC]
music	Pause song	[IN:PAUSE_MUSIC]
music	play country	[IN:PLAY_MUSIC]
music	Can I hear Believer by imagine dragons please	[IN:PLAY_MUSIC]
music	restart this song	[IN:REPLAY_MUSIC]
music	Pause song	[IN:PAUSE_MUSIC]
music	Please play me some soul music	[IN:PLAY_MUSIC]
music	Please play the latest song from Niall Horan	[IN:PLAY_MUSIC]
music	skip to the next song on the playlist	[IN:SKIP_TRACK_MUSIC]
music	play Spotify my favorites songlist	[IN:PLAY_MUSIC]
music	Play me a country song	[IN:PLAY_MUSIC]
music	Newest album by Taylor Swift?	[IN:PLAY_MUSIC]
music	can you skip this song	[IN:SKIP_TRACK_MUSIC]
music	start the next playlist	[IN:SKIP_TRACK_MUSIC]
music	Go to Cardi B station	[IN:PLAY_MUSIC]
music	Skip current song	[IN:SKIP_TRACK_MUSIC]
music	please play some soothing music	[IN:PLAY_MUSIC]
music	Put the songs on shuffle	[IN:START_SHUFFLE_MUSIC]
music	Play me some EDM music	[IN:PLAY_MUSIC]
music	Shuffle this playlist	[IN:START_SHUFFLE_MUSIC]
music	play more songs like this one	[IN:PLAY_MUSIC]
music	I would like to listen to Aaliyah please.	[IN:PLAY_MUSIC]
music	restart this track	[IN:REPLAY_MUSIC]
music	I want to listen to NWA.	[IN:PLAY_MUSIC]
music	play 90's music	[IN:PLAY_MUSIC]
music	skip this song	[IN:SKIP_TRACK_MUSIC]
music	Can you repeat the last album played	[IN:REPLAY_MUSIC]
music	skip the next 2 tracks	[IN:SKIP_TRACK_MUSIC]
music	Play Adele's first album.	[IN:PLAY_MUSIC]
music	Repeat the last track.	[IN:PREVIOUS_TRACK_MUSIC]
music	Play some classical music	[IN:PLAY_MUSIC]
music	Play random songs from the playlist Work music	[IN:PLAY_MUSIC]
music	Next song	[IN:SKIP_TRACK_MUSIC]
music	play the waltz	[IN:PLAY_MUSIC]
music	play my "good morning" play list	[IN:PLAY_MUSIC]
music	19th century Classical music.	[IN:PLAY_MUSIC]
music	Skip song	[IN:SKIP_TRACK_MUSIC]
music	stop music playing	[IN:STOP_MUSIC]
music	Skip this track please.	[IN:SKIP_TRACK_MUSIC]
music	Listen to Itty Bitty by Alan Jackson	[IN:PLAY_MUSIC]
music	Thumbs up this song	[IN:LIKE_MUSIC]
music	Replay the song I'm listening to	[IN:REPLAY_MUSIC]
music	Can you repeat that song	[IN:REPLAY_MUSIC]
music	Find and play the latest song by Lady Gaga.	[IN:PLAY_MUSIC]
music	Skip Song	[IN:SKIP_TRACK_MUSIC]
music	Skip to Taylor Swift	[IN:SKIP_TRACK_MUSIC]
music	Play all songs in my playlist.	[IN:PLAY_MUSIC]
music	play me some lullabies please	[IN:PLAY_MUSIC]
music	I need to hear songs by kip moore	[IN:PLAY_MUSIC]
music	play latest bob dylan album	[IN:PLAY_MUSIC]
music	skip the current track	[IN:SKIP_TRACK_MUSIC]
music	play songs by Ron Matthews	[IN:PLAY_MUSIC]
music	play style by taylor swift	[IN:PLAY_MUSIC]
music	Play the rock station	[IN:PLAY_MUSIC]
music	Play the song I want you back.	[IN:PLAY_MUSIC]
music	Pause track	[IN:PAUSE_MUSIC]
music	I want more music like John Legend.	[IN:PLAY_MUSIC]
music	I want to hear the latest music from avril lavigne	[IN:PLAY_MUSIC]
music	Pause the current song	[IN:PAUSE_MUSIC]
music	Play sleepy songs for bed	[IN:PLAY_MUSIC]
music	start my playlist on Spotify	[IN:PLAY_MUSIC]
music	Pause song please	[IN:PAUSE_MUSIC]
music	please replay last song	[IN:PREVIOUS_TRACK_MUSIC]
music	Skip this song	[IN:SKIP_TRACK_MUSIC]
music	Skip the next 3 tracks	[IN:SKIP_TRACK_MUSIC]
music	can I hear some rock music?	[IN:PLAY_MUSIC]
music	Play the last song again.	[IN:PREVIOUS_TRACK_MUSIC]
music	please go back to the first song	[IN:REPLAY_MUSIC]
music	Skip this track	[IN:SKIP_TRACK_MUSIC]
music	skip this whole track	[IN:SKIP_TRACK_MUSIC]
music	Can I listen to Mozart's Rondo alla Turca on Spotify?	[IN:PLAY_MUSIC]
music	Play this song on repeat	[IN:LOOP_MUSIC]
music	replay that song	[IN:REPLAY_MUSIC]
music	Play me alternative music	[IN:PLAY_MUSIC]
music	next song	[IN:SKIP_TRACK_MUSIC]
music	PLAY EASY LISTENING.	[IN:PLAY_MUSIC]
music	play rock station	[IN:PLAY_MUSIC]
music	I want to listen to Lincoln Park's newest song	[IN:PLAY_MUSIC]
music	Skip this Track	[IN:SKIP_TRACK_MUSIC]
music	Can I listen to the fifth song from the album, please	[IN:PLAY_MUSIC]
music	Play "Oh Carolina" by Needtobreathe	[IN:PLAY_MUSIC]
