domain	utterance	intents
reminder	Set up monthly reminder to give Pepper her heart-worm medication.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	remove all the robotics reminders	[IN:DELETE_REMINDER]
reminder	Remind me to take my medicine at 4pm everyday	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	I need to see the alerts about my dinner plans with George.	[IN:GET_REMINDER, IN:GET_TODO]
reminder	Cancel reminder for homework	[IN:DELETE_REMINDER]
reminder	play reminders for 10:45 am next Wednesday	[IN:GET_REMINDER]
reminder	Make my reminders for tomorrow instead of today.	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	cancel my reminder about taking out the trash	[IN:DELETE_REMINDER]
reminder	Please remind me to take Rachel to the dentist at 6 pm	[IN:CREATE_REMINDER]
reminder	Give me a reminder	[IN:CREATE_REMINDER]
reminder	set reminder to get up in the morning at 7am	[IN:CREATE_REMINDER]
reminder	Show me my reminders.	[IN:GET_REMINDER]
reminder	When is the reminder for Tom and Clarissa's wedding anniversary?	[IN:GET_REMINDER_DATE_TIME]
reminder	DELETE REMINDER FOR DINNER PARTY TONIGHT	[IN:DELETE_REMINDER]
reminder	Remind me I need to get more sesame oil.	[IN:CREATE_REMINDER]
reminder	Cancel reminder for concert	[IN:DELETE_REMINDER]
reminder	Remind my son to check the postbox when he goes running tomorrow morning.	[IN:CREATE_REMINDER, IN:GET_CONTACT]
reminder	Remind me to pick up food for the kids.	[IN:CREATE_REMINDER]
reminder	Remind me to clean the car interior Saturday.	[IN:CREATE_REMINDER]
reminder	Show me reminder for tomorrow.	[IN:GET_REMINDER]
reminder	can you alert me 15 minutes before my scheduled meetings with Tom?	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	set reminder to submit all paperwork for naturalization by end of August and repeat alert everyday	[IN:CREATE_REMINDER, IN:GET_TODO, IN:GET_RECURRING_DATE_TIME]
reminder	Alert me to get my oil changed next Monday	[IN:CREATE_REMINDER]
reminder	Remind me to make a service call for the weed wacker tomorrow.	[IN:CREATE_REMINDER]
reminder	Delete the reminder to take the trash out on Thursday.	[IN:DELETE_REMINDER]
reminder	Remove my reminder to visit Ashley next Tuesday.  She said she will be out of town.	[IN:DELETE_REMINDER, IN:GET_TODO]
reminder	set a reminder for next saturday for the whole office to attend the meeting	[IN:CREATE_REMINDER]
reminder	Read me my reminders from this past Tuesday	[IN:GET_REMINDER]
reminder	Reminder to cook for lunch the night before	[IN:CREATE_REMINDER]
reminder	Set a reminder for my doctor appointment today	[IN:CREATE_REMINDER]
reminder	remind me to buy cat food today	[IN:CREATE_REMINDER]
reminder	Read to me the reminder about tonight's dinner reservation.	[IN:GET_REMINDER, IN:GET_TODO]
reminder	Remind me about bath time 6pm tonight	[IN:CREATE_REMINDER]
reminder	Remind me to do my homework in 5 minutes.	[IN:CREATE_REMINDER]
reminder	Remind me to schedule a dentist appointment.	[IN:CREATE_REMINDER]
reminder	delete my reminder for my sunday brunch	[IN:DELETE_REMINDER, IN:GET_TODO]
reminder	Please alert me the morning of my dry cleaning reminder.	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	When is my next church meeting reminder?	[IN:GET_REMINDER_DATE_TIME]
reminder	What's the first reminder I have set for 2019?	[IN:GET_REMINDER]
reminder	Remind me to text Joel about his flight itinerary tomorrow.	[IN:CREATE_REMINDER, IN:SEND_MESSAGE]
reminder	remind me to hang out with taylor	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Remind me to record hours work every Sunday at noon	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Set reminder for term paper due date	[IN:CREATE_REMINDER]
reminder	Delete the reminder to buy milk	[IN:DELETE_REMINDER]
reminder	Remind me to buy coffee at 7am tomorrow morning	[IN:CREATE_REMINDER]
reminder	Remind me to buy stamps.	[IN:CREATE_REMINDER]
reminder	Can you alert me 15 minutes before my doctor's appointment today?	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Find all reminders for next weeks trip.	[IN:GET_REMINDER, IN:GET_TODO]
reminder	Set reminder to get diapers	[IN:CREATE_REMINDER]
reminder	Remind me to take my final exam for my classes	[IN:CREATE_REMINDER]
reminder	Cancel all reminders regarding my Netflix subscription.	[IN:DELETE_REMINDER]
reminder	Remind me to email the cast about costume fittings tonight.	[IN:CREATE_REMINDER, IN:SEND_MESSAGE]
reminder	Remind me to purchase a birthday present for Tom	[IN:CREATE_REMINDER]
reminder	What are my reminders for this weekend	[IN:GET_REMINDER]
reminder	Set up a weekly reminder to take out the trash Wednesday evenings.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME, IN:GET_TODO, IN:GET_RECURRING_DATE_TIME]
reminder	Set a weekly reminder to meet up with my trainer for Wednesday mornings.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME, IN:GET_TODO, IN:GET_RECURRING_DATE_TIME]
reminder	Remind me to find a soup recipe for Carol's dinner, before Thursday.	[IN:CREATE_REMINDER]
reminder	Cancel my reminder to pick up my niece	[IN:DELETE_REMINDER]
reminder	Where is my dinner reminder?	[IN:GET_REMINDER_LOCATION]
reminder	update the reminder to pick up mom from 6:13 am to 9:48 am	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	What day is the reminder for the birthday party?	[IN:GET_REMINDER_DATE_TIME]
reminder	Remind me to pick up groceries tomorrow	[IN:CREATE_REMINDER]
reminder	remind me to collect mail for Bob next week	[IN:CREATE_REMINDER]
reminder	remind me to take my medicine every day at 5 pm	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Tell me the info for today's reminder.	[IN:GET_REMINDER]
reminder	Can you change my reminder to attend my brother's presentation from Monday to Tuesday	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Set reminder for 10pm daily to take prenatal vitamins	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	remind jake to send nam flowers for president's day	[IN:CREATE_REMINDER]
reminder	Delete the Isla event reminder.	[IN:DELETE_REMINDER]
reminder	Delete my weekly lunch reminders with Jason	[IN:DELETE_REMINDER, IN:GET_RECURRING_DATE_TIME, IN:GET_TODO]
reminder	delete my dinner date reminder with max	[IN:DELETE_REMINDER, IN:GET_TODO]
reminder	REMIND SAMANTHA ABOUT HER HORSE RIDING LESSONS EVERY OTHER WEDNESDAY AT 4PM.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	are there any reminders for the vet next month	[IN:GET_REMINDER]
reminder	Please get rid of tomorrow's delivery reminder since my package already came.	[IN:DELETE_REMINDER]
reminder	reschedule tonight's reminder for tomorrow at 6:00 pm.	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	remind me on sunday night to book airline tickets	[IN:CREATE_REMINDER]
reminder	Advanced Auto Parts does not have radiators for my Audi on sale anymore please cancel the reminder to go pick one of those up	[IN:DELETE_REMINDER]
reminder	Remind me to review my travel agenda list to update it with George's suggestions in his email.	[IN:CREATE_REMINDER]
reminder	Find the reminders for the parish picnic from last month	[IN:GET_REMINDER]
reminder	remind me to get a gift tomorrow morning	[IN:CREATE_REMINDER]
reminder	Update the monthly pool tournament reminder to the last Saturday of every month.	[IN:UPDATE_REMINDER, IN:GET_RECURRING_DATE_TIME, IN:GET_RECURRING_DATE_TIME]
reminder	Remind Tim to water the plants every Wednesday	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Can you remind me to send a Band to my friend by this weekend?	[IN:CREATE_REMINDER]
reminder	Please update my dinner reminder with Michelle to tomorrow.	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	What reminders are on my list for Sunday	[IN:GET_REMINDER]
reminder	Schedule a reminder for next December 15th to buy presents	[IN:CREATE_REMINDER]
reminder	remind me the homework at 7pm	[IN:CREATE_REMINDER]
reminder	What reminders are set for the 3rd Friday in September?	[IN:GET_REMINDER]
reminder	create a new reminder for my create groups weekly chat at 7pm eastern on tuesday	[IN:CREATE_REMINDER, IN:GET_TODO, IN:GET_RECURRING_DATE_TIME]
reminder	cancel reminder for ians appt on thursday	[IN:DELETE_REMINDER]
reminder	Set up a reminder for my Doc appointment for Aug. 15 at 10 AM	[IN:CREATE_REMINDER]
reminder	Change today's reminders to tomorrow	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Create reminder to pick up house every day.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	remind me to take my medicine tomorrow at 2 pm	[IN:CREATE_REMINDER]
reminder	Delete the reminder about luncheon on Wednesday with Karen.	[IN:DELETE_REMINDER, IN:GET_TODO]
reminder	remind me about the concert on friday night at 9pm	[IN:CREATE_REMINDER]
reminder	I need to set a weekly reminder to take my pills.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Remove reminder for weekly meetings	[IN:DELETE_REMINDER, IN:GET_TODO, IN:GET_RECURRING_DATE_TIME]
reminder	Remind me to schedule a grocery pick-up.	[IN:CREATE_REMINDER]
reminder	show my shopping reminder	[IN:GET_REMINDER]
reminder	Change my reminder from tomorrow to, today at 5pm	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	How many birthday reminders do I have for October?	[IN:GET_REMINDER_AMOUNT]
reminder	Create a reminder for my dentist appointment at 1pm tomorrow	[IN:CREATE_REMINDER]
reminder	Remind me to take Trixie out for a walk today at 7pm.	[IN:CREATE_REMINDER]
reminder	Delete the reminder for brunch with grandma on Thursday.	[IN:DELETE_REMINDER, IN:GET_TODO]
reminder	Delete reminder for nail salon on Wednesday.	[IN:DELETE_REMINDER]
reminder	Show me reminders for 5 pm on Thursday	[IN:GET_REMINDER]
reminder	Change my doctor's appointment alert to 45 minutes before	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Remind me to email my resume to Elizabeth.	[IN:CREATE_REMINDER, IN:SEND_MESSAGE]
reminder	What is the location in the reminder for  Jo's birthday party?	[IN:GET_REMINDER_LOCATION]
reminder	Remind me to get some groceries tomorrow	[IN:CREATE_REMINDER]
reminder	Set a reminder every Thursday to help me remember to take my medicine.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	List my reminders for when I have to send in tax payments to the State and to the Feds and the amounts due each time.	[IN:GET_REMINDER_DATE_TIME]
reminder	Change the reminder to mow the yard from Saturday to weekly on Wednesdays.	[IN:UPDATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Move my reminder for Mom's retirement party up from Sunday to Friday.	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Set up a reminder to shop for Donnie's birthday gift	[IN:CREATE_REMINDER]
reminder	cancel the 530 reminder	[IN:DELETE_REMINDER]
reminder	Remind me one day before my haircut appointment	[IN:CREATE_REMINDER]
reminder	Remind me to go job hunting tonight at 6pm.	[IN:CREATE_REMINDER]
reminder	Remind me the pharmacy is closing at 9 pm Monday one hour ahead of time.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Remind me to get gas tomorrow 11:00 am.	[IN:CREATE_REMINDER]
reminder	remind me to buy a new toothbrush today	[IN:CREATE_REMINDER]
reminder	pull up all the reminders i have for today thru wednesday	[IN:GET_REMINDER]
reminder	show any reminders for today	[IN:GET_REMINDER]
reminder	Remind me at 10 am tomorrow	[IN:CREATE_REMINDER]
reminder	Delete the reminder to attend class for tomorrow morning.	[IN:DELETE_REMINDER]
reminder	Cancel all reminders for the daily 10 am meeting.	[IN:DELETE_REMINDER, IN:GET_TODO, IN:GET_RECURRING_DATE_TIME]
reminder	Show me all reminders due today	[IN:GET_REMINDER]
reminder	Delete the reminder about the concert today.	[IN:DELETE_REMINDER]
reminder	Remind me of my Dr. appt Wed. at 3 pm.	[IN:CREATE_REMINDER]
reminder	Create a reminder to email work on Monday at 8am.	[IN:CREATE_REMINDER, IN:SEND_MESSAGE]
reminder	Show me all of the reminders about lunch.	[IN:GET_REMINDER]
reminder	Set reminder for Peach Tennis match on Sunday at 7PM.	[IN:CREATE_REMINDER]
reminder	show me any reminders i have about mom	[IN:GET_REMINDER]
reminder	Show me the reminders for next week.	[IN:GET_REMINDER]
reminder	remind me to send kate with 2.00 every Friday for snack day	[IN:CREATE_REMINDER, IN:GET_TODO, IN:GET_RECURRING_DATE_TIME]
reminder	remind me to buy bread on the way home tonight	[IN:CREATE_REMINDER]
reminder	set reminder for yoga class every wednesday at 2pm	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	When is the reminder for flight to brazil	[IN:GET_REMINDER_DATE_TIME]
reminder	Show me all the reminders about our cats.	[IN:GET_REMINDER]
reminder	Remove all reminders for Friday night	[IN:DELETE_REMINDER]
reminder	set a reminder to buy school supplies this weekend	[IN:CREATE_REMINDER]
reminder	Change Alan's reminder's time to 8 am tomorrow morning	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Delete company picnic reminder.	[IN:DELETE_REMINDER]
reminder	Update my May reminders with alerts 1 hour before	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Remind me that Skylee has a doctor's appointment on Friday at 2:30 pm.	[IN:CREATE_REMINDER]
reminder	remind me to catch an episode of the sims	[IN:CREATE_REMINDER]
reminder	set up weekly reminder to take out recycle every monday	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME, IN:GET_TODO, IN:GET_RECURRING_DATE_TIME]
reminder	Set up reminders for all my private students to arrive 15 minutes early.	[IN:CREATE_REMINDER]
reminder	Please show our upcoming vacation reminder for January.	[IN:GET_REMINDER]
reminder	Set a reminder 1 hour before our movie at 8pm on Friday.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Where am I supposed to meet for my next reminder	[IN:GET_REMINDER_LOCATION]
reminder	What reminders do I have for Friday afternoon after 2 pm?	[IN:GET_REMINDER]
reminder	I need to set a reminder to water my plants every week.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Remind me about the doctor appointment.	[IN:CREATE_REMINDER]
reminder	Delete the reminder to meet him for lunch tomorrow.	[IN:DELETE_REMINDER]
reminder	Instead of alerting me on Saturday, can you alert me Sunday about Joe's game?	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Set up a reminder at 7 pm on Thursday for work engagement	[IN:CREATE_REMINDER]
reminder	remind me to visit mom	[IN:CREATE_REMINDER]
reminder	Add a reminder to cook dinner tonight	[IN:CREATE_REMINDER]
reminder	Remind me to send a birthday wish to Mason on the 5th	[IN:CREATE_REMINDER]
reminder	Remind me to go to bed Wednesday at 9.	[IN:CREATE_REMINDER]
reminder	Delete all my reminders about John and his dad.	[IN:DELETE_REMINDER]
reminder	Remind me of my doctor's appointment on Friday	[IN:CREATE_REMINDER]
reminder	delete the reminder for jane's party	[IN:DELETE_REMINDER]
reminder	Hi Bot! I do not need a reminder to buy batteries. Can you delete that reminder?	[IN:DELETE_REMINDER]
reminder	Set a reminder to go to the Doctor's on Thursday at 10 am.	[IN:CREATE_REMINDER]
reminder	remind the staff that they have the day off tomorrow	[IN:CREATE_REMINDER]
reminder	do i have any reminders today?	[IN:GET_REMINDER]
reminder	Set up a weekly reminder to meditate and journal at 9am  on Wednesday.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME, IN:GET_TODO]
reminder	I want to be reminded to go to the doctor	[IN:CREATE_REMINDER]
reminder	What do my reminders look like for next week?	[IN:GET_REMINDER]
reminder	Remind me to go holiday shopping on December 15th at 2 pm	[IN:CREATE_REMINDER]
reminder	Set up a reminder monthly on the 4th to pay my car payment.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Remind Mom and Dad to leave at 3pm and alert them 30 mins beforehand.	[IN:CREATE_REMINDER, IN:GET_CONTACT, IN:GET_CONTACT, IN:GET_TODO]
reminder	Remind me about my movie date with Kaitlin on Tuesday.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Set a reminder for 10PM tonight to bring out the trash.	[IN:CREATE_REMINDER]
reminder	remind me to brush my teeth every night at 8:30	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Show me my reminders for the church group.	[IN:GET_REMINDER]
reminder	Can you remind me to call in refills for meds for mom and dad on Saturday at 9am?	[IN:CREATE_REMINDER]
reminder	make a reminder for august 14th	[IN:CREATE_REMINDER]
reminder	Get all my weekend reminders with Paul.	[IN:GET_REMINDER, IN:GET_TODO]
reminder	Show me reminders that I have for today.	[IN:GET_REMINDER]
reminder	remind me every twelve hours to check the dogs water dish	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Set the reminder to pick up laundry in two days.	[IN:CREATE_REMINDER]
reminder	Add a reminder for the Block Party on August 25th at 5:30pm.	[IN:CREATE_REMINDER]
reminder	Show me all of our reminders.	[IN:GET_REMINDER]
reminder	Are there any reminders for September 25 after 6 p.m.	[IN:GET_REMINDER]
reminder	create a reminder to give the dog medicine every day at 2pm	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Can you remind me about my daughter's birthday tomorrow.	[IN:CREATE_REMINDER]
reminder	remind me to Remove the alert on my reminder about call tom at 6 pm.	[IN:CREATE_REMINDER]
reminder	Please display our reminders.	[IN:GET_REMINDER]
reminder	Remind me to clean the house this week before parents show up on Saturday.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Set a reminder for March 23rd and repeat yearly for Chantelle's birthday.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Do I have any reminders for Monday, before noon?	[IN:GET_REMINDER]
reminder	Set up a reminder to buy the rest of Gabriella's school lists.	[IN:CREATE_REMINDER]
reminder	Set reminder to take mom to appointment on Monday the 3rd. Remind me Sunday at 9pm.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	How do I view all of my reminders?	[IN:HELP_REMINDER]
reminder	Send me a reminder on Tuesday at 8:00 am for Mila's vet appointment.	[IN:CREATE_REMINDER]
reminder	Change my reminder for the bird's vet appointment to next Friday.	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Remind me to pick up my prescription tomorrow afternoon.	[IN:CREATE_REMINDER]
reminder	Make sure Emma and Jack don't forget they have play practice at noon this Saturday; send them a reminder Friday night.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Remind me what time I meet jim tomorrw	[IN:GET_REMINDER_DATE_TIME]
reminder	Reminder needed tonight for porch lights	[IN:CREATE_REMINDER]
reminder	List all of he reminders that involve Paul	[IN:GET_REMINDER]
reminder	reminder to send documents to Karen tomorrow at noon	[IN:CREATE_REMINDER]
reminder	Remind me at 11 PM every night to complete my Ground Truth Locations for the day.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	I have to speak with my friend today, set an emergency reminder two hours from now	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Create a reminder to take in Vanders mail next week.	[IN:CREATE_REMINDER]
reminder	Do I have any reminders for Saturday evening?	[IN:GET_REMINDER]
reminder	Reschedule my reminders for today for tomorrow	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	remind me of my vacation destination	[IN:CREATE_REMINDER]
reminder	Remind me to return the library book before noon on Saturday.	[IN:CREATE_REMINDER]
reminder	What is today's reminder for?	[IN:GET_REMINDER]
reminder	Set a reminder to update the details for Halloween Party within the next two weeks.	[IN:CREATE_REMINDER]
reminder	Remind Jack that he has to pick up his laundry before going to his friends house tonight	[IN:CREATE_REMINDER]
reminder	remind me on Sept. 12th to purchase a gift for Amber	[IN:CREATE_REMINDER]
reminder	remind to to send chocolates to my mom on thursday	[IN:CREATE_REMINDER]
reminder	Remind me to get gas when we go shopping tomorrow morning.	[IN:CREATE_REMINDER]
reminder	remind me to meet Dan on Friday	[IN:CREATE_REMINDER]
reminder	Set up a reminder to make a car payment by 1 pm Monday.	[IN:CREATE_REMINDER]
reminder	Set a reminder to go to business meeting at 1:00 PM tomorrow.	[IN:CREATE_REMINDER]
reminder	Reminder to cancel Netflix subscription on Saturday	[IN:CREATE_REMINDER]
reminder	cancel reminder for next week	[IN:DELETE_REMINDER]
reminder	Remind mom to go to her doctors appointment at 9 am tomorrow.	[IN:CREATE_REMINDER, IN:GET_CONTACT]
reminder	Remind me to mail wedding rsvp before the 20th of June.	[IN:CREATE_REMINDER]
reminder	delete my reminder about my dentist appointment tomorrow	[IN:DELETE_REMINDER]
reminder	Help me remember to pay my car insurance quarterly premium on Friday the 3rd.	[IN:CREATE_REMINDER]
reminder	Remind me to pick up a veggie tray on my way home from work tomorrow.	[IN:CREATE_REMINDER]
reminder	Delete my reminder to make a hair appointment at 2	[IN:DELETE_REMINDER]
reminder	Remind me of my dentist appointment on Thursday August 25 at 2pm	[IN:CREATE_REMINDER]
reminder	I need to get dinner with Ashely can you remind me at 5	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	please cancel my reminder to buy bacon	[IN:DELETE_REMINDER]
reminder	remind me to get milk in 2 hours	[IN:CREATE_REMINDER]
reminder	cancel all reminders.	[IN:DELETE_REMINDER]
reminder	set a reminder to buy tickets for lion king on payday	[IN:CREATE_REMINDER]
reminder	Delete a reminder.	[IN:DELETE_REMINDER]
reminder	delete the weekly dance class reminder	[IN:DELETE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Remind me to take my medicine at 8pm	[IN:CREATE_REMINDER]
reminder	I want to know my next reminder with Shannon.	[IN:GET_REMINDER, IN:GET_TODO]
reminder	Remind me to take my medication at 7:00 am	[IN:CREATE_REMINDER]
reminder	add dusting to the reminder for the cleaning lady	[IN:UPDATE_REMINDER_TODO]
reminder	Delete my reminder to pay ATAP business taxes	[IN:DELETE_REMINDER]
reminder	remind me to let someone else work on my homework at 7pm	[IN:CREATE_REMINDER]
reminder	Remind the hiking group to check Facebook for a weather update before Sunday morning	[IN:CREATE_REMINDER]
reminder	Show all my reminders.	[IN:GET_REMINDER]
reminder	Set up reminder for Chris to make doctor appointment next week.	[IN:CREATE_REMINDER]
reminder	remind me to fuel the car	[IN:CREATE_REMINDER]
reminder	Alert me at 2:30 pm Monday through Friday to pick up the kids.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Will you find reminders about football camps	[IN:GET_REMINDER]
reminder	Remind Alyssa that she has Pep Squad practice after school on August 28th; send a notification 10 minutes before.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	remind me to tell my sister happy birthday on friday	[IN:CREATE_REMINDER]
reminder	set a reminder to me my dad on Thursday at 7 pm	[IN:CREATE_REMINDER]
reminder	Remind me to update my resume Tuesday morning.	[IN:CREATE_REMINDER]
reminder	Set reminders for Gilligan's vet appointments on Monday, August 27th and Friday, August 31st.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	do I have any reminders set up?	[IN:GET_REMINDER]
reminder	Delete my meeting reminder for Sunday at 3 pm.	[IN:DELETE_REMINDER]
reminder	Reminder to organize my financial statement each month to prepare for tax	[IN:CREATE_REMINDER, IN:GET_TODO, IN:GET_RECURRING_DATE_TIME]
reminder	Update Ramond's pick up time to 4pm next Saturday.	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	My sister is coming by bus, I need to pick her up today in  8 hours, set a reminder two hour early.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	move the alarm reminder from 4am to 5am	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Remind me 10 minutes before the vet appointment instead of 30 minutes	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Set up daily reminder to clock in and out of work.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Remind me to log into work at 2 pm.	[IN:CREATE_REMINDER]
reminder	What day do I have a reminder to go to yoga class?	[IN:GET_REMINDER_DATE_TIME]
