domain	utterance	intents
weather	Hows the weather in york tomorrow afternoon?	[IN:GET_WEATHER]
weather	How cold is it around Seattle tonight in degree C	[IN:GET_WEATHER]
weather	What time is sundown?	[IN:GET_SUNSET]
weather	Weather by Celsius	[IN:GET_WEATHER]
weather	can i go for a run this morning	[IN:UNSUPPORTED_WEATHER]
weather	What is the dew point?	[IN:UNSUPPORTED_WEATHER]
weather	What is the temperature in Celsius?	[IN:GET_WEATHER]
weather	Is it going to be around 55 degrees Celsius sao paulo tomorrow morning	[IN:GET_WEATHER]
weather	when's sunrise	[IN:GET_SUNRISE]
weather	What time does the sun rise today	[IN:GET_SUNRISE]
weather	How warm is it at Sao Paulo degrees Celsius	[IN:GET_WEATHER]
weather	How many tropical storms turn into hurricanes	[IN:UNSUPPORTED_WEATHER]
weather	Can I go skiing tomorrow?	[IN:UNSUPPORTED_WEATHER]
weather	When does hurricane season start	[IN:UNSUPPORTED_WEATHER]
weather	How warm is it tomorrow morning in degree fahrenheit	[IN:GET_WEATHER]
weather	What's the weather in Celsius degree?	[IN:GET_WEATHER]
weather	how many tornadoes have touched down this season	[IN:UNSUPPORTED_WEATHER]
weather	what time is the sunset tonight	[IN:GET_SUNSET]
weather	How many hours of sun will we get today?	[IN:UNSUPPORTED_WEATHER]
weather	Can you guess the climate for next week here?	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	Did it snow in New York in February of last year	[IN:UNSUPPORTED_WEATHER]
weather	when does it start getting dark out	[IN:GET_SUNSET]
weather	Temperature near New York tomorrow F	[IN:GET_WEATHER]
weather	How warm is it tonight for Beijing in degrees C	[IN:GET_WEATHER]
weather	what is the best day for me to go to the beach this week	[IN:UNSUPPORTED_WEATHER]
weather	when will it be sunset	[IN:GET_SUNSET]
weather	what is the record high temp for my area	[IN:UNSUPPORTED_WEATHER]
weather	How cold is it for London tomorrow degrees Fahrenheit	[IN:GET_WEATHER]
weather	What's the low temp tonight in Celsius	[IN:GET_WEATHER]
weather	When will the first snow fall	[IN:UNSUPPORTED_WEATHER]
weather	When was the last earthquake in my area	[IN:UNSUPPORTED_WEATHER]
weather	How hot is it this weekend in Manila in degree F	[IN:GET_WEATHER]
weather	what is the protocol for stormy weather in schools	[IN:UNSUPPORTED_WEATHER]
weather	How hot is it tomorrow here in degree Celcius	[IN:GET_WEATHER]
weather	do you think ill be able to play outside this afternoon	[IN:UNSUPPORTED_WEATHER]
weather	What exactly is high pressure? What about low pressure	[IN:UNSUPPORTED_WEATHER]
weather	Will there be a high pollen count today?	[IN:UNSUPPORTED_WEATHER]
weather	Is the temperature expected to exceed 35 degrees Celsius?	[IN:GET_WEATHER]
weather	What is the maximum temperature today in celcius?	[IN:GET_WEATHER]
weather	Temperature today Fahrenheit	[IN:GET_WEATHER]
weather	Is it going to be below 40 degrees celsius in Houston tonight	[IN:GET_WEATHER]
weather	What time is the sunset today	[IN:GET_SUNSET]
weather	How cold is it for Mumbai this weekend in degree C	[IN:GET_WEATHER]
weather	How hot is it at Boston tomorrow morning in C	[IN:GET_WEATHER]
weather	Temperature shanghai today C	[IN:GET_WEATHER]
weather	How hot it is Celsius?	[IN:GET_WEATHER]
weather	WHAT TIME IS SUNRISE TOMORROW	[IN:GET_SUNRISE]
weather	How hot is it out there tomorrow morning Fahrenheit	[IN:GET_WEATHER]
weather	How hot does it get in Rome in March	[IN:UNSUPPORTED_WEATHER]
weather	Will it be below 83 in degree F at Menlo Park tonight	[IN:GET_WEATHER]
weather	Temperature at Chicago today Celcius	[IN:GET_WEATHER]
weather	Will it be below 35 in degrees F out there tomorrow	[IN:GET_WEATHER]
weather	When does fall weather being	[IN:UNSUPPORTED_WEATHER]
weather	Temperature out there tonight C	[IN:GET_WEATHER]
weather	How cold is it this weekend london degrees Celsius	[IN:GET_WEATHER]
weather	Is it going to be below 6 in F manila tomorrow	[IN:GET_WEATHER]
weather	Temperature near Tokyo today F	[IN:GET_WEATHER]
weather	How hot is it tonight san francisco in degrees c	[IN:GET_WEATHER]
weather	What is the hottest temperature reported in the world	[IN:UNSUPPORTED_WEATHER]
weather	Is adam a tropical depression	[IN:UNSUPPORTED_WEATHER]
weather	Will it be above 31 in degrees Fahrenheit in London today	[IN:GET_WEATHER]
weather	What's the rainfall measurement in cm?	[IN:UNSUPPORTED_WEATHER]
weather	What is a cumulus cloud formation	[IN:UNSUPPORTED_WEATHER]
weather	Can you check today's temperature in Celsius?	[IN:GET_WEATHER]
weather	Temperature at Seattle tomorrow morning F	[IN:GET_WEATHER]
weather	severe weather alert	[IN:UNSUPPORTED_WEATHER]
weather	How cold is it mumbai in degrees C	[IN:GET_WEATHER]
weather	Temperature at Seattle Celcius	[IN:GET_WEATHER]
weather	What time is the sunset today	[IN:GET_SUNSET]
weather	what is the dew point?	[IN:UNSUPPORTED_WEATHER]
weather	Temperature in Manila Celsius	[IN:GET_WEATHER]
weather	What is the temperature right now in Celsius and Fahrenheit?	[IN:GET_WEATHER]
weather	Should I take the bus or walk to work tomorrow?	[IN:UNSUPPORTED_WEATHER]
weather	what is the average wind speed in central ohio during the fall	[IN:UNSUPPORTED_WEATHER]
weather	What time is sunrise tomorrow?	[IN:GET_SUNRISE]
weather	What time does the sun rise tomorrow morning	[IN:GET_SUNRISE]
weather	What time is sunrise tomorrow	[IN:GET_SUNRISE]
weather	are the conditions good at robert moses	[IN:UNSUPPORTED_WEATHER]
weather	Is it going to be around 89 in degree C out there	[IN:GET_WEATHER]
weather	How much ice accumulation is anticipated	[IN:UNSUPPORTED_WEATHER]
weather	what time is sunrise tomorrow	[IN:GET_SUNRISE]
weather	When summer days are going to end	[IN:UNSUPPORTED_WEATHER]
weather	effects of el nino	[IN:UNSUPPORTED_WEATHER]
weather	How cold will the winter be this year	[IN:UNSUPPORTED_WEATHER]
weather	ARE WE EXPECTED TO HAVE A HARSH WINTER THIS YEAR	[IN:UNSUPPORTED_WEATHER]
weather	Where is it summer all year round	[IN:UNSUPPORTED_WEATHER]
weather	What's the hottest day ever recorded	[IN:UNSUPPORTED_WEATHER]
weather	Where is the flash flood warning	[IN:UNSUPPORTED_WEATHER]
weather	What's the weather like in terms of rain in mm?	[IN:UNSUPPORTED_WEATHER]
weather	would i be able to go windsurfing today	[IN:UNSUPPORTED_WEATHER]
weather	When is it winter in Germany	[IN:UNSUPPORTED_WEATHER]
weather	time until sunset	[IN:GET_SUNSET]
weather	Will I need a jacket for my walk this evening?	[IN:UNSUPPORTED_WEATHER]
weather	Which city had the coldest day in the US in 2016	[IN:UNSUPPORTED_WEATHER]
weather	when does the sun rise	[IN:GET_SUNRISE]
weather	How much summer weather do we have left in Kansas this year	[IN:UNSUPPORTED_WEATHER]
weather	what's the local radar like tomorrow	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	I am going to Canada in August, do I need a Jacket	[IN:UNSUPPORTED_WEATHER]
weather	What time does the sunset next Monday	[IN:GET_SUNSET]
weather	when is the next sunrise?	[IN:GET_SUNRISE]
weather	How cold does it get in London in the winter	[IN:UNSUPPORTED_WEATHER]
weather	Any flash floods in my area	[IN:UNSUPPORTED_WEATHER]
weather	When is sunset today	[IN:GET_SUNSET]
weather	when's dawn	[IN:GET_SUNRISE]
weather	what time will the sunset	[IN:GET_SUNSET]
weather	what time is sunrise tomorrow	[IN:GET_SUNRISE]
weather	when is dawn tomorrow	[IN:GET_SUNRISE]
weather	What time is sunrise tomorrow	[IN:GET_SUNRISE]
weather	What time will the sun rise in Tokyo tomorrow	[IN:GET_SUNRISE]
weather	when is sunset in Miami	[IN:GET_SUNSET]
weather	You know what time sundown is?	[IN:GET_SUNSET]
weather	At what time will the sun rise today	[IN:GET_SUNRISE]
weather	What time is sunset	[IN:GET_SUNSET]
weather	what's the radar look like in my area	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	when is sunrise tomorrow	[IN:GET_SUNRISE]
weather	What time is sunrise	[IN:GET_SUNRISE]
weather	What time does the sun set	[IN:GET_SUNSET]
weather	when is sunset?	[IN:GET_SUNSET]
weather	what time is tomorrows sunset	[IN:GET_SUNSET]
weather	What time is sunrise tomorrow	[IN:GET_SUNRISE]
weather	What time is sunset in Moscow	[IN:GET_SUNSET]
weather	What time is sunrise tomorrow	[IN:GET_SUNRISE]
weather	What time did the sun rise today	[IN:GET_SUNRISE]
weather	When is the sunset in California	[IN:GET_SUNSET]
weather	when is sunrise today?	[IN:GET_SUNRISE]
weather	What time is sunset	[IN:GET_SUNSET]
weather	What time does the sun set	[IN:GET_SUNSET]
weather	what time is the sunrise	[IN:GET_SUNRISE]
weather	When does the sunrise tomorrow?	[IN:GET_SUNRISE]
weather	What time is sunrise?	[IN:GET_SUNRISE]
weather	when does it get dark	[IN:GET_SUNSET]
weather	at what time will the sun rise in Calaveras County tomorrow	[IN:GET_SUNRISE]
weather	what is the local radar forecast	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	what time is the sun going to set today	[IN:GET_SUNSET]
weather	What time does the sunset	[IN:GET_SUNSET]
weather	what time is sunset	[IN:GET_SUNSET]
weather	What time is tonight's sunset	[IN:GET_SUNSET]
weather	tell me when sunrise is	[IN:GET_SUNRISE]
weather	what time is sunset	[IN:GET_SUNSET]
weather	can you tell me the local radar prediction	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	at what time does it start getting dark	[IN:GET_SUNSET]
weather	What time is sunrise	[IN:GET_SUNRISE]
weather	What time does the sun set today	[IN:GET_SUNSET]
weather	What time is sunset tomorrow?	[IN:GET_SUNSET]
weather	when is the sunset	[IN:GET_SUNSET]
weather	what time will it start to get dark out	[IN:GET_SUNSET]
weather	when will the dawn be	[IN:GET_SUNRISE]
weather	What time is sunset tomorrow?	[IN:GET_SUNSET]
weather	What time will the sunrise Friday	[IN:GET_SUNRISE]
weather	When is sunset on Friday?	[IN:GET_SUNSET]
weather	when does the sun set	[IN:GET_SUNSET]
weather	What time does the sun rise this morning	[IN:GET_SUNRISE]
weather	show me weather radar in my area	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	What time is dawn tomorrow	[IN:GET_SUNRISE]
weather	What time is the sunset	[IN:GET_SUNSET]
weather	When does the sun come up	[IN:GET_SUNRISE]
weather	When is sunrise on Saturday?	[IN:GET_SUNRISE]
weather	What time did the sun rise 3 years ago today	[IN:GET_SUNRISE]
weather	advise me on how many cm of rain is due tomorrow	[IN:GET_WEATHER]
weather	When is sunset	[IN:GET_SUNSET]
weather	What time is sunrise	[IN:GET_SUNRISE]
weather	What time is sunset?	[IN:GET_SUNSET]
weather	what time does the sun set	[IN:GET_SUNSET]
weather	What time is Sunset tonight	[IN:GET_SUNSET]
weather	What time is sunset	[IN:GET_SUNSET]
weather	tell me the local radar for tomorrow	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	Tell me the time of sundown.	[IN:GET_SUNSET]
weather	What time is the sunset today?	[IN:GET_SUNSET]
weather	When is sunset	[IN:GET_SUNSET]
weather	When will the sun rise today?	[IN:GET_SUNRISE]
weather	When's sunset in LA	[IN:GET_SUNSET]
weather	What time is the sun setting tonight in the Outer Banks	[IN:GET_SUNSET]
weather	What time does the sun rise tomorrow	[IN:GET_SUNRISE]
weather	Tell me the sundown time.	[IN:GET_SUNSET]
weather	When does the sunset	[IN:GET_SUNSET]
weather	When is dusk the day after tomorrow	[IN:GET_SUNSET]
weather	what time will the sunrise	[IN:GET_SUNRISE]
weather	Pull up the radar for my current area	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	what time does sunrise in new york tomorrow	[IN:GET_SUNRISE]
weather	gimmie that local radar readout	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	when is sunrise	[IN:GET_SUNRISE]
weather	When is sunrise tomorrow	[IN:GET_SUNRISE]
weather	Weather in current location	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	when does the sun rise	[IN:GET_SUNRISE]
weather	When is dawn tomorrow	[IN:GET_SUNRISE]
weather	When time does the sunrise in New York	[IN:GET_SUNRISE]
weather	Sunrise and sunset times in Los Angeles	[IN:GET_SUNRISE]
weather	What time was sunrise this morning	[IN:GET_SUNRISE]
weather	What time is sunrise tomorrow morning?	[IN:GET_SUNRISE]
weather	What time does the sun rise	[IN:GET_SUNRISE]
weather	how many millimetres of rain is expected?	[IN:GET_WEATHER]
weather	What is the forecast for this weekend at my mums?	[IN:GET_WEATHER, IN:GET_INFO_CONTACT, IN:GET_CONTACT]
weather	when is the dawn	[IN:GET_SUNRISE]
weather	I need the local radar	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	tell me local radar for today	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	What time is dusk in my town	[IN:GET_SUNSET, IN:GET_LOCATION]
weather	SHOW ME THE RADAR FOR MY AREA	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	what is the weather here?	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	tell me local radar	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	what's the local radar	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	Weather here 10th June	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	radar for my region	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	How many mm of rain are we expecting this evening.	[IN:GET_WEATHER]
weather	What time does the sun set this time of year in my city	[IN:GET_SUNSET, IN:GET_LOCATION]
weather	How many cm of snow are we expecting?	[IN:GET_WEATHER]
weather	in centimeters, how much rain will we be getting tonight	[IN:GET_WEATHER]
weather	whats the weather radar look like near me	[IN:GET_WEATHER, IN:GET_LOCATION]
