domain	utterance	intents
reminder	Remind the girls to get gas prices to enter in Gas Buddy daily	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Delete the last reminder I set.	[IN:DELETE_REMINDER]
reminder	Cancel that reminder about the meeting Monday night--it's been canceled.	[IN:DELETE_REMINDER, IN:GET_TODO]
reminder	What are my reminders for Wednesday?	[IN:GET_REMINDER]
reminder	remove reminder to do homework	[IN:DELETE_REMINDER]
reminder	Remind my brother to update all the systems before his departure this evening.	[IN:CREATE_REMINDER, IN:GET_CONTACT]
reminder	Show me all swim meet reminders in September	[IN:GET_REMINDER]
reminder	Show that reminder I made for the Doctor's tomorrow.	[IN:GET_REMINDER]
reminder	remove the reminder for the oil change Thursday	[IN:DELETE_REMINDER]
reminder	What i my reminders for the kids	[IN:GET_REMINDER]
reminder	Delete the bridal shower reminder for Aimee.	[IN:DELETE_REMINDER]
reminder	Are there any reminders for dinner next week with Mom?	[IN:GET_REMINDER, IN:GET_TODO, IN:GET_CONTACT]
reminder	erase my last reminder added	[IN:DELETE_REMINDER]
reminder	Add reminder to clean baseboards and windows once a month	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Do I have any reminders set for next week?	[IN:GET_REMINDER]
reminder	What location is my reminder at for tomorrow?	[IN:GET_REMINDER_LOCATION]
reminder	Delete my reminder to pay ATAP business taxes	[IN:DELETE_REMINDER]
reminder	Remind me to send Jeremy a text asking him when is his train leaving	[IN:CREATE_REMINDER, IN:SEND_MESSAGE]
reminder	only show reminders for today	[IN:GET_REMINDER]
reminder	I created 2 reminders about Mike's party so please delete one of them.	[IN:DELETE_REMINDER]
reminder	How long do I have before my next reminder?	[IN:GET_REMINDER_DATE_TIME]
reminder	Find me reminders about parties in the next couple weeks	[IN:GET_REMINDER]
reminder	Show me next week's travel reminders.	[IN:GET_REMINDER]
reminder	Cancel my reminder for my eye appointment.	[IN:DELETE_REMINDER]
reminder	Set a reminder to pick up the birthday cake on Monday after work.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	can you find me reminders of meeting times this week with Jen and Rick?	[IN:GET_REMINDER, IN:GET_TODO]
reminder	Please delete the reminder for the restaurant tomorrow	[IN:DELETE_REMINDER]
reminder	Read my afternoon reminders.	[IN:GET_REMINDER]
reminder	Delete the reminder to pick up my daughter from dance practice.	[IN:DELETE_REMINDER]
reminder	Set up a reminder for my brother to visit grandma at 4 pm.	[IN:CREATE_REMINDER, IN:GET_CONTACT]
reminder	Remind my brother to take his medicine at 7 am every day.	[IN:CREATE_REMINDER, IN:GET_CONTACT, IN:GET_RECURRING_DATE_TIME]
reminder	Send me alert to set up the coffee maker each night at 10pm.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	how many weeks are left till my next hair appointment reminder	[IN:GET_REMINDER_DATE_TIME]
reminder	I have to feed the chickens every night before 4 PM; set a reminder at 2 PM every night.	[IN:CREATE_REMINDER, IN:GET_TODO, IN:GET_RECURRING_DATE_TIME, IN:GET_RECURRING_DATE_TIME]
reminder	Delete my monthly reminder to refill my prescriptions.	[IN:DELETE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Delete the reminder to check coupons on Ibotta weekly.	[IN:DELETE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Change Jeremy's arrival time alert to 7 pm.	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Give me any reminders I have that involve my mother	[IN:GET_REMINDER]
reminder	where is my next reminder for 2pm	[IN:GET_REMINDER_LOCATION]
reminder	Remind me to pay my internet bill the 25th of every month.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Please update the alert time from 2 to 3 on Friday for dentist	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	can you delete the alert for my dentist appointment tomorrow	[IN:DELETE_REMINDER]
reminder	Delete the reminder for johns birthday party	[IN:DELETE_REMINDER]
reminder	Set up a recurring reminder on Fridays about the recycling	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Do I have any reminders on Tuesday or Wednesday of next week?	[IN:GET_REMINDER]
reminder	Can you please delete my reminder for my date with Bill tonight	[IN:DELETE_REMINDER, IN:GET_TODO]
reminder	erase all reminders	[IN:DELETE_REMINDER]
reminder	Remind Mike and Cindy to leave at 5 pm. Alert them 1 hour before.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	I want to see last week's phone call reminders.	[IN:GET_REMINDER]
reminder	Update my meeting alert for 10 AM.	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Set a weekly reminder to take my B12 shot before bed.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	sally has to go straight to practice after the dentist, so can you add that also to the reminder	[IN:UPDATE_REMINDER_TODO]
reminder	Remind me to take my pill every night at 10:00 pm	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	How many minutes left on my reminder for today	[IN:GET_REMINDER_DATE_TIME]
reminder	Show me how I can see all of my reminders	[IN:HELP_REMINDER]
reminder	Set up weekly reminder to take garbage to the curb starting Tuesday at 10pm	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME, IN:GET_TODO]
reminder	cancel all travel reminders	[IN:DELETE_REMINDER]
reminder	set a reminder for my get together with Alex	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	remind me to take recycles out every Wednesday and trash every thursday.	[IN:CREATE_REMINDER, IN:GET_TODO, IN:GET_RECURRING_DATE_TIME, IN:GET_RECURRING_DATE_TIME]
reminder	Add an alert 2 hours before the tennis game with Ellie.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Change my work hours reminder to 8pm this evening	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Set up a bi-weekly reminder about my Home Owner's Association meetings.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	change my reminder for the class project to thursday.	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Cancel that reminder about my doctor's appointment.	[IN:DELETE_REMINDER]
reminder	Delete the reminder about tomorrow's concert since I can't go.	[IN:DELETE_REMINDER, IN:GET_TODO]
reminder	Set up a reminder for Aiden feed the dogs twice a day.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	show me my reminders for next week.	[IN:GET_REMINDER]
reminder	List all reminders for October for Johnathan's clients only.	[IN:GET_REMINDER]
reminder	Change replacing batteries reminder to Sunday from Saturday and alert me an hour before.	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Remove the reminder to set an annual appointment with the dentist	[IN:DELETE_REMINDER, IN:GET_TODO, IN:GET_RECURRING_DATE_TIME]
reminder	Give me all reminders for this week.	[IN:GET_REMINDER]
reminder	What was my last reminder?	[IN:GET_REMINDER]
reminder	Read me reminders from the 7 of May	[IN:GET_REMINDER]
reminder	I don't want to miss my show at 9 pm; can you alert me 20 minutes before?	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Remind me the first Tuesday of every month that bulk trash pick up is the next morning.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME, IN:GET_TODO]
reminder	remind me to text Kathy about the party.	[IN:CREATE_REMINDER, IN:SEND_MESSAGE, IN:GET_EVENT]
reminder	Can you remind my husband to go shopping?	[IN:CREATE_REMINDER, IN:GET_CONTACT]
reminder	Set up an alert for every night at 9pm to set the house alarm.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	play all reminders for today	[IN:GET_REMINDER]
reminder	Set the reminder to pay bill on the 15th each month.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	change the time of my weekly Friday 9 pm reminder to Saturday at 9 am	[IN:UPDATE_REMINDER_DATE_TIME, IN:GET_RECURRING_DATE_TIME]
reminder	remind me Sunday at 8pm the plumber is coming in the morning.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Change reminder alert to next week.	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Remove all reminders involving my girlfriend	[IN:DELETE_REMINDER]
reminder	Update reminder to shred checks after being cashed.	[IN:UPDATE_REMINDER]
reminder	Create a reminder this Wednesday to mow the lawn at 8:00 AM	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Remind me to leave at 4:45 for my dinner date send alert at 4:40	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Remind me 20 minutes before my nail appointment on Saturday.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Update my reminder to 6pm Pacific time instead of 9pm eastern time	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Show all active reminders	[IN:GET_REMINDER]
reminder	remind me to buy laundry detergent tonight please.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	For Jazz Band dinner party reminder, please make it Saturday at 7pm instead of Friday at 6pm.	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Set up a daily reminder to read for 30 minutes.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME, IN:GET_TODO]
reminder	please remove all study group monthly reminders	[IN:DELETE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Remind me of my Doctor appointment on August 10, 2018, Dr Cutler, 1:00pm.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	display all reminders	[IN:GET_REMINDER]
reminder	Set reminder for 7pm Saturday for Sushi with James	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Pull up the first 2 reminders for next week/	[IN:GET_REMINDER]
reminder	Display all my reminds for today.	[IN:GET_REMINDER]
reminder	get all my weekend reminders with Brenda	[IN:GET_REMINDER, IN:GET_TODO]
reminder	Delete the reminder about e-mailing Nick's teacher.	[IN:DELETE_REMINDER, IN:SEND_MESSAGE]
reminder	Show me my reminders for Saturday.	[IN:GET_REMINDER]
reminder	Remind me to send the email about my job interview today at 6pm	[IN:CREATE_REMINDER, IN:SEND_MESSAGE]
reminder	Remind me one day before all scheduled dinners.	[IN:CREATE_REMINDER]
reminder	show all my reminders for this week	[IN:GET_REMINDER]
reminder	Can you change the alert time on that reminder from 7 to 9?	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	When is my next reminder for Jaida's Birthday dinner?	[IN:GET_REMINDER_DATE_TIME]
reminder	Remind me to email Mrs. Yvonne about the Desktop Project Payment.	[IN:CREATE_REMINDER, IN:SEND_MESSAGE]
reminder	Remove dinner plans reminder for next weekend with Beth and John.	[IN:DELETE_REMINDER, IN:GET_TODO]
reminder	I need to change the date of my eye exam reminder to the 4th of next month.	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	change the reminder for hiking from Saturday to Sunday, same time	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Get all our reminders for the next week shopping	[IN:GET_REMINDER, IN:GET_TODO]
reminder	Get all my reminders for September	[IN:GET_REMINDER]
reminder	I want to see all recurring reminders for next years polka party that Jan is doing.	[IN:GET_REMINDER, IN:GET_TODO]
reminder	show reminder for class	[IN:GET_REMINDER]
reminder	show me all reminders for today	[IN:GET_REMINDER]
reminder	I wish to change my reminder for the meeting with Billy from this Wednesday at 8pm to this Friday at 6pm.	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	show all reminders for the week	[IN:GET_REMINDER]
reminder	Is my reminder about the moon landing anniversary in the next week or two?	[IN:GET_REMINDER_DATE_TIME]
reminder	move the reminder for a picnic to next week	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Change reminder time  from 6am to 8am.	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Remind my brother to send mom her birthday flowers on Sunday	[IN:CREATE_REMINDER, IN:GET_CONTACT]
reminder	move reminder for Ken's birthday to April 24th	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	i have a conflict can you switch the time of the window reminder to next wednesday	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Show the past three reminders.	[IN:GET_REMINDER]
reminder	Show all reminders for tuesday	[IN:GET_REMINDER]
reminder	Please move my appointment reminder for today to 4:00.	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Can you push back the reminder I have set at 5pm for another hour?	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	remind my husband to get eggs at 6	[IN:CREATE_REMINDER, IN:GET_CONTACT]
reminder	What are my reminders with Amanda next week?	[IN:GET_REMINDER, IN:GET_TODO]
reminder	Shoe me the kid's reminders.	[IN:GET_REMINDER, IN:GET_CONTACT]
reminder	what are my sunday reminders with jo	[IN:GET_REMINDER, IN:GET_TODO]
reminder	i need a reminder to meet up with mom after the ball game on thursday	[IN:CREATE_REMINDER, IN:GET_TODO, IN:GET_CONTACT]
reminder	Can you set up a reminder for me to meet with Kimmie on Friday for lunch?	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Show me my reminders for my get-together with Monique.	[IN:GET_REMINDER, IN:GET_TODO]
reminder	How many reminders do I have set from 7 am to 8 pm tomorrow	[IN:GET_REMINDER_AMOUNT]
reminder	Cancel tomorrow's reminder for dinner with Jeff and reschedule it for wednesday at 6.	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Remind me to send my medical records to Dr Cutler by August 9th for my appointment with Dr Cutler on August 10, 2018.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Tell me what my next reminder is	[IN:GET_REMINDER]
reminder	Change the reminder to mow the yard from Saturday to weekly on Wednesdays.	[IN:UPDATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	When is my next reminder occurring?	[IN:GET_REMINDER_DATE_TIME]
reminder	Remind me of my Thursday shopping trip with my sister.	[IN:CREATE_REMINDER, IN:GET_TODO, IN:GET_CONTACT]
reminder	Set up a reminder to go fishing with Jane this evening at 6 PM.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	delete my latest reminder	[IN:DELETE_REMINDER]
reminder	Set up a reminder for my sister that I won't be available until after 5 pm tomorrow.	[IN:CREATE_REMINDER, IN:GET_CONTACT]
reminder	Remind me to email Stephen about work conference.	[IN:CREATE_REMINDER, IN:SEND_MESSAGE]
reminder	when is my next reminder?	[IN:GET_REMINDER_DATE_TIME]
reminder	Create a reminder for shopping with Sandy on Sunday morning.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Change reminders about weekly meetings	[IN:UPDATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Gt rid of the reminder for breakfast with Tiffany	[IN:DELETE_REMINDER, IN:GET_TODO]
reminder	Where is the work luncheon reminder and where is the restaurant located.	[IN:GET_REMINDER_LOCATION]
reminder	Show me my next reminder.	[IN:GET_REMINDER]
reminder	How many reminders do I have set for Saturday after 5 pm?	[IN:GET_REMINDER_AMOUNT]
reminder	Change my reminder for brunch with Sandie and John to 9am	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Can you remind me when dinner is with Joe?	[IN:GET_REMINDER_DATE_TIME, IN:GET_TODO]
reminder	Can you change my bedtime reminder?	[IN:UPDATE_REMINDER]
reminder	when was my last reminder to feed the humming birds	[IN:GET_REMINDER_DATE_TIME]
reminder	which saturday is the reminder for the van halen concert, I don't want to miss the event	[IN:GET_REMINDER_DATE_TIME]
reminder	Please update my laundry reminder to remind me to separate the colors and the whites	[IN:UPDATE_REMINDER_TODO]
reminder	Remind me to schedule an appointment with my primary care doctor.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Remind me when what time my hair appointment was made for	[IN:GET_REMINDER_DATE_TIME]
reminder	Add Mark's albuterol to my monthly prescription refill reminder.	[IN:UPDATE_REMINDER_TODO, IN:GET_RECURRING_DATE_TIME]
reminder	how can i remove all reminders about my ex boyfriend	[IN:HELP_REMINDER]
reminder	What time are the ball practice reminders this week?	[IN:GET_REMINDER_DATE_TIME]
reminder	Change my reminder to feet the fish at 10pm daily instead of 6pm daily.	[IN:UPDATE_REMINDER, IN:GET_RECURRING_DATE_TIME, IN:GET_RECURRING_DATE_TIME]
reminder	for my next 5 reminders for today can you please alert me at 10 and 5 minutes before they start	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Change the reminder to email my landlord to Sunday	[IN:UPDATE_REMINDER_DATE_TIME, IN:SEND_MESSAGE]
reminder	Set up a reminder for my Son to turn in his history project Wednesday.	[IN:CREATE_REMINDER, IN:GET_CONTACT]
reminder	what day is the reminder about going to the movies?	[IN:GET_REMINDER_DATE_TIME]
reminder	Show me the next reminder for my doctor's appointment	[IN:GET_REMINDER]
reminder	At what time is my next reminder?	[IN:GET_REMINDER_DATE_TIME]
reminder	Add Christmas shopping reminder to Fall chores.	[IN:UPDATE_REMINDER_TODO]
reminder	Change the reminder for a 6:30 a.m. wake-up.	[IN:UPDATE_REMINDER]
reminder	How many reminders do I have set for workouts this weeek	[IN:GET_REMINDER_AMOUNT]
reminder	get all weekly reminders from aunt fran about garden center	[IN:GET_REMINDER, IN:GET_RECURRING_DATE_TIME, IN:GET_CONTACT]
reminder	what time does the reminder for my flight say	[IN:GET_REMINDER_DATE_TIME]
reminder	Show me my last reminder for my eye doctor	[IN:GET_REMINDER]
reminder	Can you remind me to text Robin the app I used.	[IN:CREATE_REMINDER, IN:SEND_MESSAGE]
reminder	Add second alerts 5 min before Board Meetings in2019	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	i want to be reminded to play overwatch with friends	[IN:CREATE_REMINDER, IN:GET_TODO, IN:GET_CONTACT]
reminder	Set up a reminder for my mom to take her medicine at 3 pm tomorrow.	[IN:CREATE_REMINDER, IN:GET_CONTACT]
reminder	Remind me to send flowers to my wife on her birthday.	[IN:CREATE_REMINDER, IN:GET_BIRTHDAY]
reminder	Adjust the time to 3:00 pm on my next reminder	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Did I set a location for the concerts reminder	[IN:GET_REMINDER_LOCATION]
reminder	When is my weekly reminder to send an email on sales forecasts?	[IN:GET_REMINDER_DATE_TIME, IN:GET_RECURRING_DATE_TIME, IN:SEND_MESSAGE]
reminder	when is my next meet up reminder	[IN:GET_REMINDER_DATE_TIME]
reminder	Can you change my physical therapy reminders to Tuesdays and Thursdays at 1:00?	[IN:UPDATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	How many reminders do I have for March?	[IN:GET_REMINDER_AMOUNT]
reminder	How do I set up a reminder?	[IN:HELP_REMINDER]
reminder	change my cat food reminder to every other day	[IN:UPDATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Where is the location of my reminder for Rachel's birthday party?	[IN:GET_REMINDER_LOCATION]
reminder	How many reminders do I have for work today.	[IN:GET_REMINDER_AMOUNT]
reminder	Tell me what my next reminder is.	[IN:GET_REMINDER]
reminder	Make my reminder to visit Viki weekly instead of monthly.	[IN:UPDATE_REMINDER, IN:GET_RECURRING_DATE_TIME, IN:GET_RECURRING_DATE_TIME]
reminder	Set up a reminder to e-mail Tia tomorrow.	[IN:CREATE_REMINDER, IN:SEND_MESSAGE]
reminder	when is my next reminder for the dog set for	[IN:GET_REMINDER_DATE_TIME]
reminder	Is my son included in today's reminder.	[IN:GET_REMINDER, IN:GET_CONTACT]
reminder	how can i change a time that a reminder is set for	[IN:HELP_REMINDER]
reminder	I need to  buy bananas. Remind me to add that to the grocery list	[IN:UPDATE_REMINDER_TODO]
reminder	when is my next dentist reminder	[IN:GET_REMINDER_DATE_TIME]
reminder	Remind my brother to buy that gift for mom's birthday.	[IN:CREATE_REMINDER, IN:GET_CONTACT]
reminder	Remind Dad, Uncle Charles, Uncle Jimmy, Jason and myself on Friday night to pack for our fishing trip on Saturday morning.	[IN:CREATE_REMINDER, IN:GET_CONTACT, IN:GET_CONTACT, IN:GET_CONTACT, IN:GET_TODO]
reminder	Create a reminder to me and my wife so we don't miss the finale of game of thrones.	[IN:CREATE_REMINDER, IN:GET_CONTACT]
reminder	I need to erase this Friday's reminder for dinner with my sister	[IN:DELETE_REMINDER, IN:GET_TODO, IN:GET_CONTACT]
reminder	How many reminders do I have lined up?	[IN:GET_REMINDER_AMOUNT]
reminder	can you remind my sisters about uncle jacks camping event next weekend instead of this weekend	[IN:UPDATE_REMINDER_DATE_TIME, IN:GET_CONTACT]
reminder	how do i cancel a reminder	[IN:HELP_REMINDER]
reminder	Change the reminder for Kayak's med to every other day at 5.	[IN:UPDATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Please add exercise to my weekend Home Schedule reminder.	[IN:UPDATE_REMINDER_TODO]
reminder	Remind me to email the cast about costume fittings tonight.	[IN:CREATE_REMINDER, IN:SEND_MESSAGE]
reminder	Show me the location of my dinner reminder with Kellie	[IN:GET_REMINDER_LOCATION, IN:GET_TODO]
reminder	When is my reminder for the school field trip?	[IN:GET_REMINDER_DATE_TIME]
reminder	Add Jenn to the reminder regarding fossil fuels later this month.	[IN:UPDATE_REMINDER]
reminder	What park was the picnic reminder for?	[IN:GET_REMINDER_LOCATION]
reminder	Remind my husband to take his pills every night at 6 pm.	[IN:CREATE_REMINDER, IN:GET_CONTACT, IN:GET_RECURRING_DATE_TIME]
reminder	Remind me to email Natalie in the morning regarding the spelling bee.	[IN:CREATE_REMINDER, IN:GET_TODO, IN:SEND_MESSAGE]
reminder	Please add Cecilia to my doctor's appointment reminder.	[IN:UPDATE_REMINDER]
reminder	Update my sales meeting reminders to be weekly	[IN:UPDATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	remove the reminder to text my sister	[IN:DELETE_REMINDER, IN:SEND_MESSAGE, IN:GET_CONTACT]
reminder	Change today's reminder	[IN:UPDATE_REMINDER]
reminder	Change the reminder for my quilt club meetings to every Monday at 4pm	[IN:UPDATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	what time is my next reminder set for	[IN:GET_REMINDER_DATE_TIME]
reminder	Make my facial a monthly reminder.	[IN:UPDATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	What time is my next reminder at?	[IN:GET_REMINDER_DATE_TIME]
reminder	When is the reminder for flight to brazil	[IN:GET_REMINDER_DATE_TIME]
reminder	Set a reminder for me to email Ed to ask which teachers the girls got for next year.	[IN:CREATE_REMINDER, IN:SEND_MESSAGE]
reminder	Add buy wine to to-do list for Reminder for Me 101.	[IN:UPDATE_REMINDER_TODO]
reminder	When is my next reminder to do the dishes?	[IN:GET_REMINDER_DATE_TIME]
reminder	How many reminders do I have concerning the NASCAR race times	[IN:GET_REMINDER_AMOUNT]
reminder	Update the reminder to pay rent to every other Friday instead of monthly.	[IN:UPDATE_REMINDER, IN:GET_RECURRING_DATE_TIME, IN:GET_RECURRING_DATE_TIME]
reminder	When is my last reminder for Tuesday?	[IN:GET_REMINDER_DATE_TIME]
reminder	I need to text Nicquana tonight at 7pm. Can you remind me?	[IN:CREATE_REMINDER, IN:GET_TODO, IN:SEND_MESSAGE]
reminder	Create a reminder for my son to pick up his toys off the living room floor tonight at 7:15pm.	[IN:CREATE_REMINDER, IN:GET_CONTACT]
reminder	Add prescription refills to my reminder list for Thursday	[IN:UPDATE_REMINDER_TODO]
reminder	How many reminders do I have set up for automatic bill paying per month	[IN:GET_REMINDER_AMOUNT]
reminder	where is the reminder about meeting sharon tomorrow	[IN:GET_REMINDER_LOCATION]
reminder	how to see yesterday's reminder	[IN:HELP_REMINDER]
reminder	Set up a reminder for my Mom to go to the doctor at 3 pm Wednesday.	[IN:CREATE_REMINDER, IN:GET_CONTACT]
reminder	remind me to text robin at 10am tomorrow morning	[IN:CREATE_REMINDER, IN:SEND_MESSAGE]
reminder	How many reminders do I have for Thursday	[IN:GET_REMINDER_AMOUNT]
reminder	Remind me at 3 pm to email Tom about the details of the meeting next Tuesday.	[IN:CREATE_REMINDER, IN:SEND_MESSAGE, IN:GET_EVENT]
reminder	change my laundry reminder to be weekly instead of bi-weekly.	[IN:UPDATE_REMINDER, IN:GET_RECURRING_DATE_TIME, IN:GET_RECURRING_DATE_TIME]
reminder	Set a reminder for my father to take his medication every day at 3 pm.	[IN:CREATE_REMINDER, IN:GET_CONTACT, IN:GET_RECURRING_DATE_TIME]
reminder	Add sweeping the stairs to my chores reminder for Wednesday.	[IN:UPDATE_REMINDER_TODO]
