domain	utterance	intents
weather	What time does the sun rise tomorrow	[IN:GET_SUNRISE]
weather	When will the sun come down on Saturday	[IN:GET_SUNSET]
weather	when will it be dusk	[IN:GET_SUNSET]
weather	let me know when sunset is	[IN:GET_SUNSET]
weather	What time is sunrise tomorrow	[IN:GET_SUNRISE]
weather	when is sunrise	[IN:GET_SUNRISE]
weather	What time is sunrise tomorrow	[IN:GET_SUNRISE]
weather	How many mm of rain are we expecting this evening.	[IN:GET_WEATHER]
weather	Weather in current location	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	what time is sunrise tomorrow	[IN:GET_SUNRISE]
weather	What time is sunrise tomorrow?	[IN:GET_SUNRISE]
weather	What time does the sun rise	[IN:GET_SUNRISE]
weather	gimmie that local radar readout	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	What time is dusk in my town	[IN:GET_SUNSET, IN:GET_LOCATION]
weather	SHOW ME THE RADAR FOR MY AREA	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	advise me on how many cm of rain is due tomorrow	[IN:GET_WEATHER]
weather	How many cm of snow are we expecting?	[IN:GET_WEATHER]
weather	I need the local radar	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	what is the local radar forecast	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	What is the forecast for this weekend at my mums?	[IN:GET_WEATHER, IN:GET_INFO_CONTACT, IN:GET_CONTACT]
weather	What time does the sun set this time of year in my city	[IN:GET_SUNSET, IN:GET_LOCATION]
weather	what's the radar look like in my area	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	Weather here 10th June	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	show me weather radar in my area	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	what's the local radar	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	in centimeters, how much rain will we be getting tonight	[IN:GET_WEATHER]
weather	Pull up the radar for my current area	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	how many millimetres of rain is expected?	[IN:GET_WEATHER]
weather	whats the weather radar look like near me	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	radar for my region	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	tell me local radar for today	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	what's the local radar like tomorrow	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	tell me the local radar for tomorrow	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	tell me local radar	[IN:GET_WEATHER, IN:GET_LOCATION]
weather	can you tell me the local radar prediction	[IN:GET_WEATHER, IN:GET_LOCATION]
