domain	utterance	intents
reminder	Remind me to give dog rabies shot every 3 years.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Delete the reminder to attend class for tomorrow morning.	[IN:DELETE_REMINDER]
reminder	I must be reminded to check Maria's mail everyday next week.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Remind me to edit my essay tonight.	[IN:CREATE_REMINDER]
reminder	I want to do something nice for my mom, please remind me to go shopping today at 5pm on Thursday.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Remind me of Kindergarten Orientation on August 30th at 9 pm.	[IN:CREATE_REMINDER]
reminder	Remind David we only have 5 dog bones and need to order some.	[IN:CREATE_REMINDER]
reminder	Set a reminder for 1 hour before Shea's soccer game.	[IN:CREATE_REMINDER]
reminder	Remind me to water the plants every Monday	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	update my interview from 10:00am to 2:45pm next tuesday	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	I need to leave the house at 10:30 in the morning, can you remind me an hour ahead of that	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Remind me to pick up Gizmo's medicine from the vet before 5pm on Friday.	[IN:CREATE_REMINDER]
reminder	Remind me tomorrow morning to email Edward about his car.	[IN:CREATE_REMINDER, IN:GET_TODO, IN:SEND_MESSAGE]
reminder	Remind me to get cat litter today.	[IN:CREATE_REMINDER]
reminder	Remind me to look up that directive for Marshall today.	[IN:CREATE_REMINDER]
reminder	remind me to shop for party stuff on friday	[IN:CREATE_REMINDER]
reminder	remind me in three years to schedule a pap smear	[IN:CREATE_REMINDER]
reminder	Set up an alert for early morning gym	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Do I have any appointments this week	[IN:GET_REMINDER]
reminder	Remind me to request for the 20th off	[IN:CREATE_REMINDER]
reminder	Remind Darcy to come feed the cats Friday at 3 PM.	[IN:CREATE_REMINDER]
reminder	I start a new job tomorrow, remind me to go get new shoes today at 5pm	[IN:CREATE_REMINDER]
reminder	Set up a weekly reminder for the maid to clean the blinds.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Can you delete the reminder about buying bread this evening. I already bought some.	[IN:DELETE_REMINDER, IN:GET_TODO]
reminder	Remind me to take my eyedrops every day at 8 pm.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	remind me to pick up my prescription tomorrow	[IN:CREATE_REMINDER]
reminder	Remind me about my hair appointment tomorrow at 3pm	[IN:CREATE_REMINDER]
reminder	what reminders do i have for this weekend?	[IN:GET_REMINDER]
reminder	Set a reminder for my dad about our dinner plans tomorrow.	[IN:CREATE_REMINDER, IN:GET_CONTACT]
reminder	Remind me at the beginning of august of my nephew's party.	[IN:CREATE_REMINDER]
reminder	Remind me what time am I having dinner with Jeff this week	[IN:GET_REMINDER, IN:GET_TODO]
reminder	Set up a weekly reminder to enter the fuel cards by the end of the day on Fridays.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME, IN:GET_TODO]
reminder	Can you make Cindy a reminder to pull the Turkey out of the oven at 7?	[IN:CREATE_REMINDER]
reminder	Remind me about yoga class every Wednesday at 7 pm.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Remind me to change credit card's on Netflix on September 29.	[IN:CREATE_REMINDER]
reminder	Please remove the Brooklyn Museum event on Thursday.	[IN:DELETE_REMINDER]
reminder	I need you to remind me that basketball practice begins at 7:30 PM.	[IN:CREATE_REMINDER]
reminder	Set up weekly reminders for upcoming playdates.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Remind me that dinner will be ready at 5:30.	[IN:CREATE_REMINDER]
reminder	Please send a reminder to Bill regarding his presentation	[IN:CREATE_REMINDER]
reminder	Remind Mom and Dad on Friday that they are watching Jane this weekend.	[IN:CREATE_REMINDER, IN:GET_CONTACT, IN:GET_CONTACT, IN:GET_TODO]
reminder	Can you remind me to get cereal today?	[IN:CREATE_REMINDER]
reminder	The cat cannot have food after 7pm on Thursday and has to be at the vet by 7am on Friday.  Please remind me on Thursday at 5.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Remind me to make our airline reservations on Monday.	[IN:CREATE_REMINDER]
reminder	remind mandy to leave at 11; alert her 30 mins before	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Set up a daily reminder for Aidan to feed Aly at 3pm.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME, IN:GET_TODO]
reminder	remind me of the boys' speech therapy apointment every tuesday at 4 pm	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Set reminder 20 minutes before 3pm to catch the train.	[IN:CREATE_REMINDER]
reminder	Remind me to set the house alarm each evening at 7PM. Alert me one hour before.	[IN:CREATE_REMINDER, IN:GET_TODO, IN:GET_RECURRING_DATE_TIME]
reminder	What reminders did I have  next week?	[IN:GET_REMINDER]
reminder	Remind me to text my dad about his car's repair.	[IN:CREATE_REMINDER, IN:SEND_MESSAGE, IN:GET_CONTACT]
reminder	Send me alert to set up the coffee maker each night at 10pm.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Remind Deb to add her menu to the camping list.	[IN:CREATE_REMINDER]
reminder	Remind me to go to the meeting at 2pm	[IN:CREATE_REMINDER]
reminder	Remind me to run antivirus every week on Friday.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Delete the homework reminder	[IN:DELETE_REMINDER]
reminder	remind me to take my wife's car to work tomorrow	[IN:CREATE_REMINDER]
reminder	What are my reminders for Monday next week?	[IN:GET_REMINDER]
reminder	reminder to change the date for the recital	[IN:CREATE_REMINDER]
reminder	Set up a reminder about my meeting with Bob at 11 am on August 2nd.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Delete reminder regarding Javier's bachelor party for tomorrow.	[IN:DELETE_REMINDER]
reminder	Reminder that Dylan has a play date Saturday at 3pm.	[IN:CREATE_REMINDER]
reminder	Can you remind me to order movie tickets before noon tomorrow	[IN:CREATE_REMINDER]
reminder	Remind me to email the cruise line tomorrow to make my next payment.	[IN:CREATE_REMINDER, IN:GET_TODO, IN:SEND_MESSAGE]
reminder	Set up a monthly reminder for John to pay the mortgage the 1st day of every month.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME, IN:GET_TODO, IN:GET_RECURRING_DATE_TIME]
reminder	Delete lunch reminder.	[IN:DELETE_REMINDER]
reminder	Can you remind me about my meeting on Tuesday?	[IN:CREATE_REMINDER]
reminder	Create a new reminder about Sammi's grooming appointment on Saturday.	[IN:CREATE_REMINDER]
reminder	Remind me to email Susan Jackson the menu tomorrow at 1:30 pm.	[IN:CREATE_REMINDER, IN:SEND_MESSAGE]
reminder	Remind my teammates that the next game is blue uniforms	[IN:CREATE_REMINDER]
reminder	Set up a reminder on Friday the 31st for water polo practice	[IN:CREATE_REMINDER]
reminder	Send an alert to me each Saturday afternoon to remind me not to miss church attendance.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	What reminders do I have for Thursday between 1pm and 7pm?	[IN:GET_REMINDER]
reminder	Delete my reminder to ship the old TV box.	[IN:DELETE_REMINDER]
reminder	remind me next May that I need to get a car inspection	[IN:CREATE_REMINDER]
reminder	Remind me to get my oil changed in my car every 4 months.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Add a reminder to mail MeMe a birthday card no later than Tuesday.	[IN:CREATE_REMINDER]
reminder	remind me to update my resume for the new job promotion tonight	[IN:CREATE_REMINDER]
reminder	Remind me to give David his letter before the 24th.	[IN:CREATE_REMINDER]
reminder	Reminds Joe to bring the Camera for the festival next Wednesday.	[IN:CREATE_REMINDER]
reminder	Set a reminder to have my car serviced next Friday at 6 pm.	[IN:CREATE_REMINDER]
reminder	cancel my reminder to get tacos for dinner dads cooking steaks instead.	[IN:DELETE_REMINDER]
reminder	Can you remind me to buy eggs	[IN:CREATE_REMINDER]
reminder	Set up a reminder for my husband to take the trash out on Tuesday night (Pacific Time) because I will be traveling out of the city for that day.	[IN:CREATE_REMINDER, IN:GET_CONTACT, IN:GET_TODO]
reminder	Set up a reminder for next week to send out the phone bill	[IN:CREATE_REMINDER]
reminder	tell me to start the bread at 12pm tomorrow	[IN:CREATE_REMINDER]
reminder	Remind me I need to help dad after his event on Friday.	[IN:CREATE_REMINDER]
reminder	Remind Andrea of Carole's birthday Sunday	[IN:CREATE_REMINDER]
reminder	Change my reminder from doctor's appointment at 11am to 10am	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Remind me that I have tickets for the ballet next week	[IN:CREATE_REMINDER]
reminder	The Warrior game is on at 7 PM tonight remind me to set the record button on the DVR 10 minutes before.	[IN:CREATE_REMINDER]
reminder	Set up a monthly reminder to give the dogs flee and tick medicine.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Reminder, 1pm, meeting, today.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Set up a weekly reminder to log on to watch the live broadcast Mondays at 10a EST	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME, IN:GET_TODO, IN:GET_RECURRING_DATE_TIME]
reminder	I'd like to remind myself that Tuesday we are having game night at 8	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Remind me to submit my application for Festifall at 4 pm tomorrow.	[IN:CREATE_REMINDER]
reminder	Set a reminder to get the oil changed in my car every three months on the 20th.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	WHAT REMINDERS DO i HAVE FOR THE MONTH OF OCTOBER	[IN:GET_REMINDER]
reminder	I need to study tonight: can you remind me at 8pm.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Remind Rodney about work meeting at 4pm	[IN:CREATE_REMINDER]
reminder	Set a reminder in 4 hours telling me to take the chicken out of the freezer for tomorrow.	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	What reminders do I have for the week?	[IN:GET_REMINDER]
reminder	Can you remind me to send Nina a card	[IN:CREATE_REMINDER]
reminder	Please remind me to do grocery shopping at 6PM tonight.	[IN:CREATE_REMINDER]
reminder	Can you alert me 15 minutes before my doctors appointment?	[IN:CREATE_REMINDER]
reminder	Remind me to get cat litter after work on Wednesday.	[IN:CREATE_REMINDER]
reminder	Remind me to set up a hair appointment before Danielle's wedding	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	update reminder to pick up shirts from the dry cleaner on Thursday instead of Wednesday	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Remind me to pick up Madi for work every day at 1 pm.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Alert me 45 minutes before call with career services.	[IN:CREATE_REMINDER]
reminder	Remind me to bring a polaroid camera for ashley	[IN:CREATE_REMINDER]
reminder	remind me to feed the kids	[IN:CREATE_REMINDER]
reminder	Set up a weekly reminder to approve the timecards of my employees every Monday.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME, IN:GET_TODO, IN:GET_RECURRING_DATE_TIME]
reminder	remind me to make my bed every morning	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Delete my reminder I have set for today	[IN:DELETE_REMINDER]
reminder	remind john that his dinner is served	[IN:CREATE_REMINDER]
reminder	Create reminder one week prior to July 12th for scheduling tire rotation.	[IN:CREATE_REMINDER]
reminder	WHAT REMINDERS DO I HAVE FOR NEXT MONDAY	[IN:GET_REMINDER]
reminder	I still need to get train tickets for my trip to New York City; remind me to get them at 8 pm.	[IN:CREATE_REMINDER]
reminder	remind me to bake the cookies left in the freezer by next Friday.	[IN:CREATE_REMINDER]
reminder	Remind me to email Market Research LTD about non-payment.	[IN:CREATE_REMINDER, IN:SEND_MESSAGE]
reminder	remind me to order the flowers for the funeral	[IN:CREATE_REMINDER]
reminder	Remind me to buy a gift for Sally this evening at 6:00 pm.	[IN:CREATE_REMINDER]
reminder	Remind my husband that he has a dentist appointment at 11am on Saturday	[IN:CREATE_REMINDER, IN:GET_CONTACT]
reminder	set a weekly reminder for Wednesday evening that trash goes out.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Set up a reminder to take out the trash every Monday night.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Can you create a reminder for this Sunday at noon for lunch with Jean?	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Remind me to leave for my car emissions test at 7:30am on Friday.	[IN:CREATE_REMINDER]
reminder	Skip any reminders for the rest of the day	[IN:DELETE_REMINDER]
reminder	remind me to return my books to the library on Friday	[IN:CREATE_REMINDER]
reminder	Remind me at 8 am to go check my mailbox.	[IN:CREATE_REMINDER]
reminder	Set a reminder to pick up Jerry at 2pm every Wednesday.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	remind me to turn on the soaker hoses at 7 tonight.	[IN:CREATE_REMINDER]
reminder	What are my appointments and reminders for Saturday and Sunday?	[IN:GET_REMINDER]
reminder	I need an alert for a workshop to attend this evening.	[IN:CREATE_REMINDER]
reminder	Delete weekly meetings with Gilly at 4pm.	[IN:DELETE_REMINDER, IN:GET_TODO, IN:GET_RECURRING_DATE_TIME]
reminder	Delete my 6:30 pm reminder.	[IN:DELETE_REMINDER]
reminder	Remind the kids about their appointment on Tuesday, September 18th.	[IN:CREATE_REMINDER, IN:GET_CONTACT]
reminder	Can you remind me to wish Jack a happy birthday on September 9th?	[IN:CREATE_REMINDER]
reminder	If I have any breakfast reminders, cancel them	[IN:DELETE_REMINDER]
reminder	Create weekly reminder to weed garden and flower bed.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Setup a weekly reminder for my exercise class at 9 am on Fridays.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME, IN:GET_TODO]
reminder	What reminders do I have scheduled for this week?	[IN:GET_REMINDER]
reminder	Remind me to wrap and hide the kids presents on December 20th.	[IN:CREATE_REMINDER]
reminder	please set up a reminder for emily regarding her dental appointment on Wednesday at 8am	[IN:CREATE_REMINDER]
reminder	Alert me every Friday morning to send a group email about weekend activities	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME, IN:SEND_MESSAGE]
reminder	Can you remind me to set up a meeting between myself and John	[IN:CREATE_REMINDER]
reminder	change my 8 am reminder on Tuesday to 9 am on Wednesday	[IN:UPDATE_REMINDER_DATE_TIME]
reminder	Please remind me to take the first Friday after the 22nd of every month off.	[IN:CREATE_REMINDER, IN:GET_TODO, IN:GET_RECURRING_DATE_TIME]
reminder	Delete reminder for interview Tuesday at 12pm.	[IN:DELETE_REMINDER]
reminder	Remind me to exercise every morning.	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Remind me to update the events on the Harlem Running Club facebook page tomorrow.	[IN:CREATE_REMINDER]
reminder	Remind me to check Facebook and reply to notifications.	[IN:CREATE_REMINDER]
reminder	Add a reminder to my Saturday list for baking a cake	[IN:CREATE_REMINDER]
reminder	Set an alert for an hour from now.	[IN:CREATE_REMINDER]
reminder	Remind me about the doctor appt. today.	[IN:CREATE_REMINDER]
reminder	Remind me to check out this url: url.com	[IN:CREATE_REMINDER]
reminder	Remind me to make a vet appointment for Rufus	[IN:CREATE_REMINDER]
reminder	Remind me to walk the dogs tomorrow morning.	[IN:CREATE_REMINDER]
reminder	hey will you remind me to not get my mom a sweater for next christmas	[IN:CREATE_REMINDER]
reminder	Remind me to prepare dinner.	[IN:CREATE_REMINDER]
reminder	Remind me to respond to Trish's email regarding supplies needing to be ordered	[IN:CREATE_REMINDER, IN:REPLY_MESSAGE]
reminder	Remind me to turn off the water in 1hr exactly!	[IN:CREATE_REMINDER]
reminder	Make sure you remind me to buy an anniversary gift tonight.	[IN:CREATE_REMINDER]
reminder	When the email from my accountant arrives, remind me to check my tax return.	[IN:CREATE_REMINDER]
reminder	I have a meeting Friday at 7 PM, please set a reminder	[IN:CREATE_REMINDER, IN:GET_TODO]
reminder	Please remind me to buy Modge Podge.	[IN:CREATE_REMINDER]
reminder	reminder for yoga class tomorrow	[IN:CREATE_REMINDER]
reminder	Remind me to tell Derek that we have counseling at 7 pm.	[IN:CREATE_REMINDER]
reminder	Set up a reminder to make a car payment by 1 pm Monday.	[IN:CREATE_REMINDER]
reminder	Remind me when Alta's next sale is this Friday.	[IN:CREATE_REMINDER]
reminder	Delete remind to study for the final.	[IN:DELETE_REMINDER]
reminder	delete today's lunch reminder at 2pm	[IN:DELETE_REMINDER]
reminder	Remind the PTO about the meeting on Thursday at 7 p.m.	[IN:CREATE_REMINDER]
reminder	Remind me to drink water everyday at 10 am	[IN:CREATE_REMINDER, IN:GET_RECURRING_DATE_TIME]
reminder	Remind me to walk the dogs tomorrow at 2pm.	[IN:CREATE_REMINDER]
reminder	Can you remind me to feed my dog in the morning	[IN:CREATE_REMINDER]
reminder	Remind me to go to the grocery store after the gym tonight.	[IN:CREATE_REMINDER]
